model,question_type,horizon,nforecasts,nvalid,brier,expected_brier,calibration,excess_bits
google/gemini-3.7-flash,mirror,T180,10,10,0.22903200000000004,0.22903200000000004,0.2063587,0.7723921418904592
google/gemini-3.7-flash,mirror,T210,10,10,0.232952,0.232952,0.21942459999999997,0.8482423585343934
google/gemini-3.7-flash,mirror,all,50,50,0.2747264,0.2747264,0.25779628000000004,1.0051734954389335
openai/gpt-5.6-luna,regular,T90,150,150,0.3269564,0.3269564,0.1531328266666667,0.6400650583897023
openai/gpt-5.6-luna,regular,T120,150,150,0.33136173333333335,0.33136173333333335,0.15548556666666669,0.6484785786227553
openai/gpt-5.6-luna,regular,T150,150,150,0.3186273333333333,0.3186273333333333,0.14465351333333334,0.5708664908096837
openai/gpt-5.6-luna,regular,T180,150,150,0.3079025333333333,0.3079025333333333,0.13080758666666664,0.5497807539310117
openai/gpt-5.6-luna,regular,T210,150,150,0.28890946666666667,0.28890946666666667,0.11385922000000001,0.44744213194329024
openai/gpt-5.6-luna,regular,all,750,750,0.3147514933333333,0.3147514933333333,0.13958774266666665,0.5713266027392886
openai/gpt-5.6-luna,tail,T90,60,60,0.07439633333333334,0.07439633333333334,0.05925863333333333,0.292548534542851
openai/gpt-5.6-luna,tail,T120,60,60,0.07302899999999998,0.07302899999999998,0.05392261666666666,0.26977375446555896
openai/gpt-5.6-luna,tail,T150,60,60,0.11780466666666665,0.11780466666666665,0.09752246666666667,0.4190606345552761
openai/gpt-5.6-luna,tail,T180,60,60,0.09095733333333335,0.09095733333333335,0.0715592333333333,0.34189066378704686
openai/gpt-5.6-luna,tail,T210,60,60,0.15257133333333334,0.15257133333333334,0.13389935,0.543829496927607
openai/gpt-5.6-luna,tail,all,300,300,0.10175173333333332,0.10175173333333332,0.08323246,0.373420616855668
openai/gpt-5.6-luna,mirror,T90,10,10,0.445092,0.445092,0.42466800000000005,1.5919123874758956
openai/gpt-5.6-luna,mirror,T120,10,10,0.40247599999999994,0.40247599999999994,0.3916911,1.5088686252344725
openai/gpt-5.6-luna,mirror,T150,10,10,0.427754,0.427754,0.410513,1.4961410227907592
openai/gpt-5.6-luna,mirror,T180,10,10,0.45977199999999996,0.45977199999999996,0.43709869999999995,1.5752775634783662
openai/gpt-5.6-luna,mirror,T210,10,10,0.438368,0.438368,0.4248406,1.5585143813753377
openai/gpt-5.6-luna,mirror,all,50,50,0.4346924,0.4346924,0.4177622800000001,1.5461427960709662
anthropic/claude-sonnet-5,regular,T90,150,150,0.36473853333333334,0.36473853333333334,0.19091495999999997,0.8575642095428768
anthropic/claude-sonnet-5,regular,T120,150,150,0.3781750666666667,0.3781750666666667,0.20229890000000003,0.9186167354356625
anthropic/claude-sonnet-5,regular,T150,150,150,0.36661999999999995,0.36661999999999995,0.19264618,0.8742248471605194
anthropic/claude-sonnet-5,regular,T180,150,150,0.3624486666666667,0.3624486666666667,0.18535371999999997,0.8727157285487317
anthropic/claude-sonnet-5,regular,T210,150,150,0.36337986666666666,0.36337986666666666,0.18832962,0.8565589256740818
anthropic/claude-sonnet-5,regular,all,750,750,0.3670724266666667,0.3670724266666667,0.191908676,0.8759360892723744
anthropic/claude-sonnet-5,tail,T90,60,60,0.043303,0.043303,0.028165300000000004,0.15728320786584712
anthropic/claude-sonnet-5,tail,T120,60,60,0.039297000000000006,0.039297000000000006,0.020190616666666664,0.12892430935587432
anthropic/claude-sonnet-5,tail,T150,60,60,0.039367,0.039367,0.0190848,0.11392149580265018
anthropic/claude-sonnet-5,tail,T180,60,60,0.04249491666666665,0.04249491666666665,0.023096816666666665,0.1296509681199609
anthropic/claude-sonnet-5,tail,T210,60,60,0.04441966666666666,0.04441966666666666,0.02574768333333333,0.1558386387510833
anthropic/claude-sonnet-5,tail,all,300,300,0.04177631666666667,0.04177631666666667,0.02325704333333333,0.13712372397908315
anthropic/claude-sonnet-5,mirror,T90,10,10,0.5310560000000001,0.5310560000000001,0.510632,2.1076682048359556
anthropic/claude-sonnet-5,mirror,T120,10,10,0.674874,0.674874,0.6640891,2.687589907230784
anthropic/claude-sonnet-5,mirror,T150,10,10,0.589208,0.589208,0.571967,2.4067116622033713
anthropic/claude-sonnet-5,mirror,T180,10,10,0.62934,0.62934,0.6066667,2.383209848167904
anthropic/claude-sonnet-5,mirror,T210,10,10,0.623972,0.623972,0.6104445999999999,2.4306571101394505
anthropic/claude-sonnet-5,mirror,all,50,50,0.60969,0.60969,0.5927598799999998,2.403167346515493
deepseek/deepseek-v4-flash-0731,regular,T90,150,150,0.35437618,0.35437618,0.18055260666666664,0.9497023448749566
deepseek/deepseek-v4-flash-0731,regular,T120,150,150,0.35771294000000003,0.35771294000000003,0.18183677333333334,0.9889934777493246
deepseek/deepseek-v4-flash-0731,regular,T150,150,150,0.36065023999999996,0.36065023999999996,0.18667642,0.9557145252334459
deepseek/deepseek-v4-flash-0731,regular,T180,150,150,0.33985104000000005,0.33985104000000005,0.1627560933333333,0.8066740899809937
deepseek/deepseek-v4-flash-0731,regular,T210,150,150,0.34919056666666665,0.34919056666666665,0.17414032000000002,0.8237178155515322
deepseek/deepseek-v4-flash-0731,regular,all,750,750,0.35235619333333335,0.35235619333333335,0.17719244266666664,0.9049604506780506
deepseek/deepseek-v4-flash-0731,tail,T90,60,60,0.04887925,0.04887925,0.03374155,0.16555495551717095
deepseek/deepseek-v4-flash-0731,tail,T120,60,60,0.061260833333333334,0.061260833333333334,0.042154449999999996,0.20434322459057253
deepseek/deepseek-v4-flash-0731,tail,T150,60,60,0.052696900000000005,0.052696900000000005,0.032414700000000005,0.17304352803385606
deepseek/deepseek-v4-flash-0731,tail,T180,60,60,0.051763516666666655,0.051763516666666655,0.03236541666666667,0.17845258986241413
deepseek/deepseek-v4-flash-0731,tail,T210,60,60,0.09720433333333332,0.09720433333333332,0.07853234999999999,0.34931058162392414
deepseek/deepseek-v4-flash-0731,tail,all,300,300,0.06236096666666667,0.06236096666666667,0.04384169333333333,0.21414097592558756
deepseek/deepseek-v4-flash-0731,mirror,T90,10,10,0.533682,0.533682,0.513258,2.2528037416455176
deepseek/deepseek-v4-flash-0731,mirror,T120,10,10,0.48534,0.48534,0.4745551,1.9531676539087026
deepseek/deepseek-v4-flash-0731,mirror,T150,10,10,0.459312,0.459312,0.442071,1.7137532073843533
deepseek/deepseek-v4-flash-0731,mirror,T180,10,10,0.60925,0.60925,0.5865767,2.4843088805957803
deepseek/deepseek-v4-flash-0731,mirror,T210,10,10,0.4208279999999999,0.4208279999999999,0.4073006,1.516621182584481
deepseek/deepseek-v4-flash-0731,mirror,all,50,50,0.5016824,0.5016824,0.48475228000000004,1.984130933223767
google/gemini-3-flash-preview,regular,T90,150,150,0.27397399999999994,0.27397399999999994,0.10015042666666667,0.35513630069916113
google/gemini-3-flash-preview,regular,T120,150,150,0.2864193333333333,0.2864193333333333,0.11054316666666669,0.38835676303458766
google/gemini-3-flash-preview,regular,T150,150,150,0.2819542666666666,0.2819542666666666,0.10798044666666665,0.409174515821498
google/gemini-3-flash-preview,regular,T180,150,150,0.2826954666666667,0.2826954666666667,0.10560051999999999,0.395087357930734
google/gemini-3-flash-preview,regular,T210,150,150,0.27919653333333333,0.27919653333333333,0.10414628666666666,0.3880868775938742
google/gemini-3-flash-preview,regular,all,750,750,0.28084792000000003,0.28084792000000003,0.10568416933333336,0.387168363015971
google/gemini-3-flash-preview,tail,T90,60,60,0.08369933333333333,0.08369933333333333,0.06856163333333334,0.324127233524926
google/gemini-3-flash-preview,tail,T120,60,60,0.11579433333333335,0.11579433333333335,0.09668795,0.42000666885022586
google/gemini-3-flash-preview,tail,T150,60,60,0.10247100000000002,0.10247100000000002,0.08218879999999998,0.3609506200944383
google/gemini-3-flash-preview,tail,T180,60,60,0.10582266666666665,0.10582266666666665,0.08642456666666663,0.37910553544858416
google/gemini-3-flash-preview,tail,T210,60,60,0.13273066666666666,0.13273066666666666,0.11405868333333331,0.49013064130631945
google/gemini-3-flash-preview,tail,all,300,300,0.10810360000000001,0.10810360000000001,0.08958432666666666,0.39486413984489876
google/gemini-3-flash-preview,mirror,T90,10,10,0.36309,0.36309,0.342666,1.2333388386948867
google/gemini-3-flash-preview,mirror,T120,10,10,0.24949000000000005,0.24949000000000005,0.23870509999999995,0.9698944035134099
google/gemini-3-flash-preview,mirror,T150,10,10,0.28453,0.28453,0.267289,0.9735370621047569
google/gemini-3-flash-preview,mirror,T180,10,10,0.306874,0.306874,0.2842007,1.066989830879706
google/gemini-3-flash-preview,mirror,T210,10,10,0.30567,0.30567,0.2921425999999999,1.1005047648368627
google/gemini-3-flash-preview,mirror,all,50,50,0.3019308,0.3019308,0.28500068,1.0688529800059243
openai/gpt-5,regular,T90,150,150,0.29577266666666663,0.29577266666666663,0.12194909333333333,0.5023637194725571
openai/gpt-5,regular,T120,150,150,0.31661293333333335,0.31661293333333335,0.14073676666666668,0.5725190706537222
openai/gpt-5,regular,T150,150,150,0.2960746666666667,0.2960746666666667,0.12210084666666667,0.45183925398923475
openai/gpt-5,regular,T180,150,150,0.2849416,0.2849416,0.10784665333333332,0.3909818089762492
openai/gpt-5,regular,T210,150,150,0.2710793333333333,0.2710793333333333,0.09602908666666667,0.3345505395195526
openai/gpt-5,regular,all,750,750,0.29289624000000003,0.29289624000000003,0.11773248933333334,0.4504508785222632
openai/gpt-5,tail,T90,60,60,0.06263033333333333,0.06263033333333333,0.047492633333333326,0.23780461894920274
openai/gpt-5,tail,T120,60,60,0.10092466666666665,0.10092466666666665,0.08181828333333334,0.35837014601464795
openai/gpt-5,tail,T150,60,60,0.115604,0.115604,0.09532179999999998,0.40764910104275537
openai/gpt-5,tail,T180,60,60,0.123959,0.123959,0.1045609,0.44678832873300983
openai/gpt-5,tail,T210,60,60,0.20341966666666667,0.20341966666666667,0.1847476833333333,0.7309324309005946
openai/gpt-5,tail,all,300,300,0.12130753333333333,0.12130753333333333,0.10278825999999999,0.43630892512804204
openai/gpt-5,mirror,T90,10,10,0.35180799999999995,0.35180799999999995,0.33138399999999996,1.5361216856949653
openai/gpt-5,mirror,T120,10,10,0.37671,0.37671,0.36592510000000006,1.4820312613382118
openai/gpt-5,mirror,T150,10,10,0.38995399999999997,0.38995399999999997,0.37271299999999996,1.3858984782434924
openai/gpt-5,mirror,T180,10,10,0.30366400000000004,0.30366400000000004,0.2809907000000001,1.1301454372424742
openai/gpt-5,mirror,T210,10,10,0.23507800000000004,0.23507800000000004,0.2215506,0.8806905401517089
openai/gpt-5,mirror,all,50,50,0.3314427999999999,0.3314427999999999,0.31451268,1.2829774805341705
openai/o3,regular,T90,150,150,0.2946876,0.2946876,0.12086402666666667,0.4916984530034557
openai/o3,regular,T120,150,150,0.30733733333333335,0.30733733333333335,0.13146116666666666,0.5077261873908328
openai/o3,regular,T150,150,150,0.28602933333333336,0.28602933333333336,0.11205551333333333,0.422317812513291
openai/o3,regular,T180,150,150,0.2750858666666666,0.2750858666666666,0.09799092,0.35045570381132907
openai/o3,regular,T210,150,150,0.2631528,0.2631528,0.08810255333333333,0.3057388468154279
openai/o3,regular,all,750,750,0.28525858666666665,0.28525858666666665,0.11009483599999999,0.41558740070686734
openai/o3,tail,T90,60,60,0.06775866666666668,0.06775866666666668,0.05262096666666667,0.25148462611371664
openai/o3,tail,T120,60,60,0.08762433333333333,0.08762433333333333,0.06851795,0.3194404640935594
openai/o3,tail,T150,60,60,0.08122033333333332,0.08122033333333332,0.06093813333333334,0.3060759428745605
openai/o3,tail,T180,60,60,0.09659366666666666,0.09659366666666666,0.07719556666666667,0.3620538006589192
openai/o3,tail,T210,60,60,0.15421566666666667,0.15421566666666667,0.13554368333333333,0.5664637798567204
openai/o3,tail,all,300,300,0.09748253333333333,0.09748253333333333,0.07896326,0.3611037227194952
openai/o3,mirror,T90,10,10,0.40872,0.40872,0.388296,1.525323298059732
openai/o3,mirror,T120,10,10,0.30005000000000004,0.30005000000000004,0.2892651,1.0945903974580369
openai/o3,mirror,T150,10,10,0.344726,0.344726,0.327485,1.1750643878943903
openai/o3,mirror,T180,10,10,0.36330399999999996,0.36330399999999996,0.3406307,1.241041896456279
openai/o3,mirror,T210,10,10,0.27284,0.27284,0.2593126,0.9859064393488604
openai/o3,mirror,all,50,50,0.337928,0.337928,0.32099787999999996,1.2043852838434597
openai/gpt-5.4-nano,regular,T90,150,150,0.3487150666666667,0.3487150666666667,0.17489149333333334,0.7686451679362417
openai/gpt-5.4-nano,regular,T120,150,150,0.3728364,0.3728364,0.19696023333333335,0.92444477671533
openai/gpt-5.4-nano,regular,T150,150,150,0.35404293333333325,0.35404293333333325,0.18006911333333334,0.8622711262006995
openai/gpt-5.4-nano,regular,T180,150,150,0.35486799333333335,0.35486799333333335,0.17777304666666668,0.8694444100767312
openai/gpt-5.4-nano,regular,T210,150,150,0.3547593333333333,0.3547593333333333,0.17970908666666666,0.920699979015413
openai/gpt-5.4-nano,regular,all,750,750,0.3570443453333333,0.3570443453333333,0.18188059466666667,0.8691010919888833
openai/gpt-5.4-nano,tail,T90,60,60,0.04984033333333335,0.04984033333333335,0.03470263333333334,0.17716645836870712
openai/gpt-5.4-nano,tail,T120,60,60,0.06770433333333334,0.06770433333333334,0.048597949999999994,0.2310180022069775
openai/gpt-5.4-nano,tail,T150,60,60,0.06728066666666664,0.06728066666666664,0.04699846666666665,0.21871595920793388
openai/gpt-5.4-nano,tail,T180,60,60,0.06943633333333335,0.06943633333333335,0.05003823333333332,0.23678799021330288
openai/gpt-5.4-nano,tail,T210,60,60,0.07399715000000001,0.07399715000000001,0.05532516666666667,0.2667854193600368
openai/gpt-5.4-nano,tail,all,300,300,0.06565176333333334,0.06565176333333334,0.04713249,0.2260947658713916
openai/gpt-5.4-nano,mirror,T90,10,10,0.5153719999999999,0.5153719999999999,0.49494799999999994,2.1970720992370296
openai/gpt-5.4-nano,mirror,T120,10,10,0.5649,0.5649,0.5541151,2.0687972490429827
openai/gpt-5.4-nano,mirror,T150,10,10,0.5190499999999999,0.5190499999999999,0.501809,2.26009512755549
openai/gpt-5.4-nano,mirror,T180,10,10,0.715292,0.715292,0.6926187,3.316197408025571
openai/gpt-5.4-nano,mirror,T210,10,10,0.582018,0.582018,0.5684906,2.0852813922236377
openai/gpt-5.4-nano,mirror,all,50,50,0.5793263999999998,0.5793263999999998,0.56239628,2.3854886552169416
openai/o4-mini,regular,T90,150,150,0.3780684,0.3780684,0.20424482666666668,1.140488990807431
openai/o4-mini,regular,T120,150,150,0.37376613333333336,0.37376613333333336,0.19788996666666664,0.9662564914077522
openai/o4-mini,regular,T150,150,150,0.35451253333333343,0.35451253333333343,0.18053871333333332,0.8704673254297995
openai/o4-mini,regular,T180,150,150,0.3590216,0.3590216,0.18192665333333333,0.9686722161409148
openai/o4-mini,regular,T210,150,150,0.35975363333333327,0.35975363333333327,0.1847033866666667,0.89780608565881
openai/o4-mini,regular,all,750,750,0.36502446,0.36502446,0.18986070933333335,0.9687382218889415
openai/o4-mini,tail,T90,60,60,0.06736466666666667,0.06736466666666667,0.05222696666666667,0.23498011631999877
openai/o4-mini,tail,T120,60,60,0.04836966666666666,0.04836966666666666,0.029263283333333334,0.1678137523608392
openai/o4-mini,tail,T150,60,60,0.07758766666666665,0.07758766666666665,0.05730546666666666,0.3501435705128746
openai/o4-mini,tail,T180,60,60,0.06730300000000002,0.06730300000000002,0.0479049,0.3328746218003301
openai/o4-mini,tail,T210,60,60,0.08258133333333334,0.08258133333333334,0.06390935,0.27900857343504276
openai/o4-mini,tail,all,300,300,0.06864126666666666,0.06864126666666666,0.05012199333333333,0.2729641268858171
openai/o4-mini,mirror,T90,10,10,0.5711440000000001,0.5711440000000001,0.55072,2.467298417956208
openai/o4-mini,mirror,T120,10,10,0.6340600000000001,0.6340600000000001,0.6232751,2.9313775995482243
openai/o4-mini,mirror,T150,10,10,0.54255,0.54255,0.5253089999999999,1.9719605174986268
openai/o4-mini,mirror,T180,10,10,0.651586,0.651586,0.6289127,3.2968769106598423
openai/o4-mini,mirror,T210,10,10,0.5188699999999999,0.5188699999999999,0.5053426,2.0005607409874253
openai/o4-mini,mirror,all,50,50,0.583642,0.583642,0.56671188,2.533614837330065
openai/gpt-5-mini,regular,T90,150,150,0.3220477333333333,0.3220477333333333,0.14822416,0.6928633583814394
openai/gpt-5-mini,regular,T120,150,150,0.34037746666666663,0.34037746666666663,0.16450130000000002,0.7503016750759006
openai/gpt-5-mini,regular,T150,150,150,0.31884072666666663,0.31884072666666663,0.14486690666666666,0.6827669151101706
openai/gpt-5-mini,regular,T180,150,150,0.3086158666666666,0.3086158666666666,0.13152091999999996,0.6255379666859537
openai/gpt-5-mini,regular,T210,150,150,0.319914,0.319914,0.14486375333333332,0.6538955176315365
openai/gpt-5-mini,regular,all,750,750,0.32195915866666663,0.32195915866666663,0.146795408,0.6810730865770003
openai/gpt-5-mini,tail,T90,60,60,0.06462966666666667,0.06462966666666667,0.04949196666666667,0.23180260555250942
openai/gpt-5-mini,tail,T120,60,60,0.06993400000000001,0.06993400000000001,0.05082761666666667,0.2402906399679803
openai/gpt-5-mini,tail,T150,60,60,0.09183833333333331,0.09183833333333331,0.07155613333333334,0.2988954383872708
openai/gpt-5-mini,tail,T180,60,60,0.08945133333333331,0.08945133333333331,0.07005323333333333,0.3135548651280586
openai/gpt-5-mini,tail,T210,60,60,0.11811400000000001,0.11811400000000001,0.09944201666666665,0.41682124020806427
openai/gpt-5-mini,tail,all,300,300,0.08679346666666668,0.08679346666666668,0.06827419333333333,0.30027295784877667
openai/gpt-5-mini,mirror,T90,10,10,0.42799799999999993,0.42799799999999993,0.407574,1.6248972897870053
openai/gpt-5-mini,mirror,T120,10,10,0.38631199999999993,0.38631199999999993,0.3755271,1.4670568400401904
openai/gpt-5-mini,mirror,T150,10,10,0.547958,0.547958,0.5307169999999999,2.4017619844921287
openai/gpt-5-mini,mirror,T180,10,10,0.43526,0.43526,0.4125867,2.063726388719611
openai/gpt-5-mini,mirror,T210,10,10,0.32867,0.32867,0.31514259999999994,1.3842796954183307
openai/gpt-5-mini,mirror,all,50,50,0.42523959999999994,0.42523959999999994,0.40830948,1.7883444396914532
