source,n_component_participants,participant_id,question_order,question_id,world_id,civilization,template,horizon,resolution_turn,ground_truth,bin_min,bin_max,bin_unit,observed_bin,prob_sum_pct,prob_sum_abs_error_pct,response_time_ms,mean_prediction,p10,p25,p50,p75,p90,crps,mae,normalized_crps,normalized_mae,rps,prob_true_bin,entropy,prob_bin_1,prob_bin_2,prob_bin_3,prob_bin_4,prob_bin_5
human_individual,1,human_62b8d931,11,seed1976_techs_H4,seed1976,Afghani,techs,H4,180,46.0,0.0,60.0,techs,4,100.46547711404178,0.46547711404177505,250876,25.34362934362934,13.87773933102653,17.462514417531718,23.437139561707035,31.815657967795662,39.43186180422261,15.271043432805522,22.562860438292965,0.2545173905467587,0.3760476739715494,0.2586029389842133,0.10057915057915044,0.7003601121936202,0.021428571428571304,0.5021235521235523,0.3476833976833979,0.10057915057915044,0.02818532818532803
human_individual,1,human_62b8d931,12,seed1976_techs_H6,seed1976,Afghani,techs,H6,240,60.0,0.0,60.0,techs,5,100.46547711404185,0.4654771140418461,28197,29.444015444015434,15.425731639977915,20.57426836002208,28.518877057115184,36.081474296799186,45.12512124151307,24.55228255099118,31.481122942884816,0.40920470918318635,0.5246853823814136,0.3952358901924543,0.05231660231660214,0.752644756993265,0.0001930501930500673,0.34961389961390005,0.39884169884169923,0.19903474903474863,0.05231660231660214
human_individual,1,human_62b8d931,13,seed1327_treasury_H1,seed1327,Italian Greek,treasury,H1,90,364.0,0.0,2000.0,gold,1,99.78665632273079,0.2133436772692079,34808,848.3965014577258,442.5515363671724,562.6215480357838,762.7382341501361,1074.37745740498,1428.9628180039135,281.248922793599,398.7382341501361,0.1406244613967995,0.19936911707506805,0.2855100057515718,0.046841593780369145,0.7730462890500227,0.046841593780369145,0.49970845481049586,0.2965986394557824,0.09931972789115635,0.05753158406219622
human_individual,1,human_62b8d931,14,seed1327_treasury_H3,seed1327,Italian Greek,treasury,H3,150,485.0,0.0,2000.0,gold,2,100.17455391776566,0.17455391776566387,43858,1108.0348499515974,501.5904572564615,805.3858967240425,1092.1710161021658,1453.5798583792289,1749.878934624697,370.9756800728828,607.1710161021658,0.18548784003644142,0.3035855080510829,0.19063274009946696,0.19477250726040654,0.9164852486708853,0.05053242981606957,0.19477250726040654,0.3486931268151016,0.24607938044530525,0.15992255566311706
human_individual,1,human_62b8d931,15,seed1327_treasury_H4,seed1327,Italian Greek,treasury,H4,180,304.0,0.0,2000.0,gold,1,100.46547711404179,0.46547711404178926,23141,1188.0308880308876,539.3085787451982,870.0195950359235,1208.3333333333326,1545.572916666666,1809.2081031307548,619.7492493176119,904.3333333333326,0.30987462465880594,0.4521666666666663,0.462556880860452,0.04749034749034741,0.9184757203286167,0.04749034749034741,0.15077220077220127,0.29555984555984566,0.29652509652509634,0.2096525096525093
human_individual,1,human_62b8d931,16,seed1327_treasury_H6,seed1327,Italian Greek,treasury,H6,240,161.0,0.0,2000.0,gold,1,99.59270752521331,0.4072924747866864,32821,1286.2706913339825,611.4624505928863,966.6927899686525,1340.0389357560027,1672.0945083014049,1868.837803320562,859.1050693181984,1179.0389357560027,0.4295525346590992,0.5895194678780014,0.5235355716966161,0.04790652385589083,0.8967546928188759,0.04790652385589083,0.09853943524829581,0.24849074975657254,0.30009737098344724,0.3049659201557935
human_individual,1,human_62b8d931,17,seed1327_cities_H1,seed1327,Italian Greek,cities,H1,90,10.0,0.0,40.0,cities,2,100.2715283165244,0.271528316524396,35058,18.91682785299807,10.584139264990334,14.584139264990336,18.886919532080825,22.552286423254163,27.113069016152696,5.302667224281311,8.886919532080825,0.13256668060703278,0.22217298830202062,0.12723671756039354,0.2999999999999998,0.6545814420056013,0.0030947775628625447,0.2999999999999998,0.545647969052225,0.13172147001934228,0.019535783365570415
human_individual,1,human_62b8d931,18,seed1327_cities_H3,seed1327,Italian Greek,cities,H3,150,18.0,0.0,40.0,cities,3,99.78665632273075,0.21334367726925052,18567,25.59766763848397,17.016456921587615,20.00484027105518,25.13679508654383,30.882188721384708,36.02702702702704,4.077452774981367,7.136795086543831,0.10193631937453418,0.17841987716359578,0.08621549411101385,0.401554907677357,0.7536537750445715,0.0021379980563652344,0.046841593780369166,0.401554907677357,0.34810495626822113,0.2013605442176874
human_individual,1,human_62b8d931,19,seed1327_cities_H4,seed1327,Italian Greek,cities,H4,180,19.0,0.0,40.0,cities,3,100.4654771140418,0.4654771140418035,23688,27.33590733590734,17.906250000000007,21.95312500000001,27.492739593417237,32.73492286115007,37.09396914446003,4.7254864705768584,8.492739593417237,0.11813716176442146,0.21231848983543095,0.13277697857813703,0.2965250965250963,0.7428664730610658,0.003088803088802966,0.026254826254826148,0.2965250965250963,0.3988416988416994,0.27528957528957515
human_individual,1,human_62b8d931,20,seed1327_cities_H6,seed1327,Italian Greek,cities,H6,240,22.0,0.0,40.0,cities,3,99.68968192397202,0.31031807602798267,20334,29.229571984435804,19.086614173228355,24.60431654676259,29.88694758478931,35.0,38.0,4.415219914057505,7.886947584789311,0.11038049785143762,0.19717368961973278,0.19169537010401366,0.19766536964980588,0.7133767815499947,0.001167315175097074,0.022568093385213796,0.19766536964980588,0.3785992217898833,0.39999999999999997
human_individual,1,human_62b8d931,21,seed1327_techs_H1,seed1327,Italian Greek,techs,H1,90,19.0,0.0,60.0,techs,2,100.07757951900687,0.07757951900687488,135666,16.2674418604651,4.852664576802503,12.049763033175353,16.635071090047386,21.220379146919424,23.971563981042646,2.1548033695345357,2.3649289099526136,0.03591338949224226,0.03941548183254356,0.017713826167297636,0.6542635658914732,0.5392417163586145,0.24728682170542657,0.6542635658914732,0.09515503875968982,0.002131782945736267,0.0011627906976742178
human_individual,1,human_62b8d931,22,seed1327_techs_H3,seed1327,Italian Greek,techs,H3,150,35.0,0.0,60.0,techs,3,99.88363072148942,0.11636927851057521,18530,22.252427184466008,13.040954530796519,16.03031280232183,21.01257658819735,28.027343749999986,34.06249999999999,8.002112095896493,13.987423411802649,0.13336853493160822,0.23312372353004415,0.10683584692242447,0.2982524271844658,0.6003771096899417,0.04776699029126206,0.6021359223300975,0.2982524271844658,0.05165048543689312,0.00019417475728142705
human_individual,1,human_62b8d931,23,seed1327_techs_H4,seed1327,Italian Greek,techs,H4,180,48.0,0.0,60.0,techs,5,99.88363072148942,0.11636927851057521,20986,25.5378640776699,13.936087295401407,17.548713951675765,23.569758378799694,31.987750556792868,39.961612284069076,16.991227847953702,24.430241621200306,0.28318713079922836,0.40717069368667175,0.4890349231784335,0.03223300970873771,0.7046356050456737,0.01961165048543672,0.498252427184466,0.3487378640776704,0.10116504854368917,0.03223300970873771
human_individual,1,human_62b8d931,24,seed1327_techs_H6,seed1327,Italian Greek,techs,H6,240,55.0,0.0,60.0,techs,5,99.59270752521319,0.4072924747868143,20785,29.462512171372932,15.433835845896152,20.594639865996655,28.52626459143969,36.03857566765577,45.18100890207714,19.541193756232047,26.47373540856031,0.32568656260386747,0.4412289234760051,0.39468195147758345,0.05374878286270681,0.7534416859307361,0.00019474196689373902,0.3487828627069133,0.4003894839337881,0.19688412852969805,0.05374878286270681
human_individual,1,human_a8c76b64,1,seed1327_treasury_H1,seed1327,Italian Greek,treasury,H1,90,364.0,0.0,2000.0,gold,1,99.54411892318,0.4558810768200061,38656,1268.0265463918402,478.91214724520574,880.2648054659073,1365.7869486088612,1713.8890897897174,1885.5556359158868,592.4563387854257,1001.7869486088612,0.29622816939271285,0.5008934743044305,0.4922650395538049,0.07198732112628539,0.9267123896503374,0.07198732112628539,0.14199425488534786,0.1794979693991318,0.2570056460609509,0.3495148085282841
human_individual,1,human_a8c76b64,2,seed1327_treasury_H3,seed1327,Italian Greek,treasury,H3,150,485.0,0.0,2000.0,gold,2,99.54411892318001,0.4558810768199919,24469,1240.0237728882155,297.41211609655613,714.3145939471001,1421.8255499911177,1769.8627057547562,1907.9450823019024,449.0670774060431,936.8255499911177,0.22453353870302156,0.46841277499555883,0.26533030424737614,0.14699475015385224,0.9121234105744332,0.13449351198259127,0.14699475015385224,0.13699375961684346,0.14699475015385224,0.43452322809286076
human_individual,1,human_a8c76b64,3,seed1327_treasury_H4,seed1327,Italian Greek,treasury,H4,180,304.0,0.0,2000.0,gold,1,99.54411892318011,0.45588107681989243,48808,1183.0181268272636,303.0457667478953,705.527969306966,1280.220052255165,1701.0582442993596,1880.4232977197437,518.5033269119327,976.220052255165,0.25925166345596634,0.4881100261275825,0.41691764478913323,0.13199326434833894,0.9636502855829753,0.13199326434833894,0.15449549305660967,0.17199722649637503,0.2070006933759057,0.33451332272277057
human_individual,1,human_a8c76b64,4,seed1327_treasury_H6,seed1327,Italian Greek,treasury,H6,240,161.0,0.0,2000.0,gold,1,99.7930038710214,0.2069961289786022,12818,1132.6814376915213,342.7592126970796,697.7934152972841,1200.4045516314502,1590.4738995229366,1835.99473624434,644.2994308884912,1039.4045516314502,0.3221497154442456,0.5197022758157251,0.39648261559923353,0.11669999964479676,0.9792506386073321,0.11669999964479676,0.17905029931186514,0.2039904191786921,0.2563646708990297,0.24389461096561627
human_individual,1,human_a8c76b64,5,seed1327_cities_H1,seed1327,Italian Greek,cities,H1,90,10.0,0.0,40.0,cities,2,100.0000000000001,9.947598300641403e-14,23963,22.111771700356726,5.850434782608697,12.853503184713388,22.947368421052644,32.02843601895735,36.81137440758294,6.886805826519249,12.947368421052644,0.17217014566298122,0.32368421052631613,0.19084034492655702,0.18668252080856082,0.9882328101467369,0.13674197384066586,0.18668252080856082,0.2033293697978598,0.2223543400713438,0.25089179548156976
human_individual,1,human_a8c76b64,6,seed1327_cities_H3,seed1327,Italian Greek,cities,H3,150,18.0,0.0,40.0,cities,3,99.7621878715815,0.23781212841849708,14865,26.216924910607865,9.62891566265061,18.932515337423315,28.655737704918025,35.10787172011661,38.04314868804664,5.258258635238102,10.655737704918025,0.13145646588095256,0.2663934426229506,0.1496311375850414,0.194278903456496,0.8989641310006019,0.07985697258641232,0.09892729439809293,0.194278903456496,0.2181168057210968,0.40882002383790195
human_individual,1,human_a8c76b64,7,seed1327_cities_H4,seed1327,Italian Greek,cities,H4,180,19.0,0.0,40.0,cities,3,100.0,0.0,30904,23.48156956004758,5.560330578512411,13.534883720930264,25.245033112582803,34.25938566552902,37.703754266211604,4.607193764484403,6.245033112582803,0.11517984411211009,0.15612582781457007,0.12729240570579448,0.174791914387634,0.9612529516819845,0.143876337693222,0.153388822829964,0.174791914387634,0.179548156956005,0.34839476813317505
human_individual,1,human_a8c76b64,8,seed1327_cities_H6,seed1327,Italian Greek,cities,H6,240,22.0,0.0,40.0,cities,3,99.7621878715814,0.23781212841859656,38687,22.231227651966627,5.736752136752149,13.047619047619051,22.445595854922278,32.79828326180258,37.11931330472103,3.3194880391215644,0.4455958549222778,0.0829872009780391,0.011139896373056946,0.10072081952378178,0.2300357568533969,0.982122192805176,0.13945172824791388,0.1752085816448156,0.2300357568533969,0.17759237187127516,0.27771156138259845
human_individual,1,human_a8c76b64,9,seed1327_techs_H1,seed1327,Italian Greek,techs,H1,90,19.0,0.0,60.0,techs,2,100.2378121284186,0.23781212841859656,50213,36.06405693950178,9.454205607476633,23.422018348623894,39.424657534246585,50.4566037735849,56.182641509433964,10.426334824873267,20.424657534246585,0.17377224708122113,0.3404109589041097,0.2494406521362869,0.12930011862396157,0.957719363608845,0.12692763938315543,0.12930011862396157,0.16963226571767512,0.25978647686832773,0.3143534994068801
human_individual,1,human_a8c76b64,10,seed1327_techs_H3,seed1327,Italian Greek,techs,H3,150,35.0,0.0,60.0,techs,3,99.76218787158152,0.23781212841848287,256120,38.55303933253874,16.13831775700935,28.104294478527606,41.0204081632653,50.91335740072202,56.365342960288814,5.094068933003681,6.0204081632653015,0.08490114888339467,0.10034013605442169,0.13323157001993116,0.19427890345649598,0.9119573271373068,0.056019070321811644,0.12753277711561384,0.19427890345649598,0.29201430274135864,0.33015494636471987
human_individual,1,human_a8c76b64,11,seed1327_techs_H4,seed1327,Italian Greek,techs,H4,180,48.0,0.0,60.0,techs,5,100.47562425683721,0.4756242568372073,14041,34.71479289940829,11.142857142857151,22.090909090909093,36.443349753694605,48.83259911894274,55.5330396475771,6.761106352253241,11.556650246305395,0.11268510587088734,0.19261083743842325,0.21609397430061952,0.2686390532544381,0.9732472931342129,0.10769230769230762,0.16923076923076927,0.21420118343195227,0.2402366863905327,0.2686390532544381
human_individual,1,human_a8c76b64,12,seed1327_techs_H6,seed1327,Italian Greek,techs,H6,240,55.0,0.0,60.0,techs,5,100.2378121284187,0.23781212841869603,44606,33.701067615658374,8.79652173913044,19.609271523178812,36.02955665024631,48.45205479452055,55.38082191780822,11.160917086423805,18.970443349753687,0.18601528477373008,0.31617405582922814,0.22887459209820873,0.2597864768683275,0.9843097226828624,0.1364175563463819,0.17912218268090155,0.1838671411625148,0.24080664294187432,0.2597864768683275
human_individual,1,human_a8c76b64,13,seed1976_treasury_H1,seed1976,Afghani,treasury,H1,90,901.0,0.0,2000.0,gold,3,99.54411892318012,0.4558810768198782,9669,1331.0327867749963,467.3392118047639,968.9224137025188,1484.0494176011805,1768.5308316380617,1907.4123326552246,281.3426156288164,583.0494176011805,0.1406713078144082,0.2915247088005902,0.1683341194961942,0.14449450251959986,0.8862742157681391,0.08198831166329426,0.10699078800581699,0.14449450251959986,0.2345034173526808,0.432022980458608
human_individual,1,human_a8c76b64,14,seed1976_treasury_H3,seed1976,Afghani,treasury,H3,150,461.0,0.0,2000.0,gold,2,100.2907737667042,0.2907737667042056,12941,1284.8915302882915,487.9138344873957,922.2077225280468,1383.6167899994193,1721.6972142290335,1888.6788856916135,515.7515320243283,922.6167899994193,0.25787576601216416,0.46130839499970966,0.29255093340167754,0.11860241991763117,0.9181634111252311,0.07393301621389194,0.11860241991763117,0.18808815901233625,0.26005553164613787,0.35932087321000283
human_individual,1,human_a8c76b64,15,seed1976_treasury_H4,seed1976,Afghani,treasury,H4,180,132.0,0.0,2000.0,gold,1,100.0418888188629,0.04188881886290119,16085,1325.4052033803428,490.8800172724913,1012.907351007473,1447.9775201491054,1736.923280525335,1894.769312210134,887.6676160910988,1315.9775201491054,0.4438338080455494,0.6579887600745528,0.5362053583803614,0.07411694731616712,0.8837305377647832,0.07411694731616712,0.11392186516085753,0.11640967252615061,0.31543426174960115,0.3801172532472236
human_individual,1,human_a8c76b64,16,seed1976_treasury_H6,seed1976,Afghani,treasury,H6,240,414.0,0.0,2000.0,gold,2,100.29077376670433,0.2907737667043335,9627,1216.3984446092252,441.70293818072423,859.9413667364166,1290.9608487068717,1642.7405231040439,1857.0962092416173,499.7455381874292,876.9608487068717,0.2498727690937146,0.43848042435343587,0.2543297124522635,0.13101058761311388,0.9468456787245062,0.0863411839093749,0.13101058761311388,0.21786776148149584,0.28487186703710426,0.2799085999589111
human_individual,1,human_a8c76b64,17,seed1976_cities_H1,seed1976,Afghani,cities,H1,90,32.0,0.0,40.0,cities,5,99.9999999999999,9.947598300641403e-14,37143,23.57669441141498,7.393406593406584,14.963503649635037,25.20574162679426,33.07818930041152,37.23127572016461,4.363835004789118,6.794258373205739,0.10909587511972796,0.16985645933014348,0.20118948480165594,0.2889417360285373,0.9676852696178306,0.1082045184304401,0.16290130796670615,0.1914387633769322,0.24851367419738424,0.2889417360285373
human_individual,1,human_a8c76b64,18,seed1976_cities_H3,seed1976,Afghani,cities,H3,150,34.0,0.0,40.0,cities,5,100.2378121284186,0.23781212841859656,13702,24.51720047449585,8.323664122137405,16.042553191489358,26.57534246575343,33.824175824175825,37.52967032967033,4.501663688748948,7.42465753424657,0.1125415922187237,0.18561643835616426,0.1753474640786098,0.3238434163701068,0.9478919648171882,0.09371293001186237,0.15539739027283522,0.16725978647686796,0.25978647686832773,0.3238434163701068
human_individual,1,human_a8c76b64,19,seed1976_cities_H4,seed1976,Afghani,cities,H4,180,15.0,0.0,40.0,cities,2,99.5243757431629,0.47562425683709364,34072,21.586618876941465,7.523595505618012,13.144385026737977,21.906735751295344,30.19512195121952,35.89202453987731,4.221158004077595,6.906735751295344,0.10552895010193988,0.17266839378238358,0.17294335033380018,0.2234169653524496,0.9783681397167635,0.10633213859020263,0.2234169653524496,0.23058542413381108,0.24492234169653518,0.19474313022700146
human_individual,1,human_a8c76b64,20,seed1976_cities_H6,seed1976,Afghani,cities,H6,240,19.0,0.0,40.0,cities,3,99.99999999999994,5.684341886080802e-14,10363,23.919143876337685,8.189312977099233,15.89312977099235,25.761316872427965,32.71861471861471,37.08744588744588,4.190737185661695,6.761316872427965,0.10476842964154238,0.16903292181069912,0.11648199230574532,0.1843043995243761,0.9570826420197132,0.09631391200951255,0.1557669441141501,0.1843043995243761,0.2889417360285372,0.2746730083234242
human_individual,1,human_a8c76b64,21,seed1976_techs_H1,seed1976,Afghani,techs,H1,90,24.0,0.0,60.0,techs,3,99.7621878715815,0.23781212841849708,8703,30.97258641239572,7.804651162790719,17.29508196721313,30.97297297297299,45.068571428571445,53.97125748502995,6.018607793619999,6.97297297297299,0.10031012989366665,0.1162162162162165,0.0919272191055531,0.22050059594755636,0.9951465286652745,0.1537544696066742,0.2181168057210968,0.22050059594755636,0.20858164481525646,0.19904648390941618
human_individual,1,human_a8c76b64,22,seed1976_techs_H3,seed1976,Afghani,techs,H3,150,44.0,0.0,60.0,techs,4,100.0,0.0,14669,36.19262782401901,12.100763358778625,23.65648854961831,38.35359116022097,50.82545454545455,56.33018181818181,5.615355105915557,5.646408839779028,0.09358925176525928,0.09410681399631712,0.0977458040015214,0.215219976218787,0.9557272625747155,0.098692033293698,0.15576694411414999,0.20332936979785998,0.215219976218787,0.326991676575505
human_individual,1,human_a8c76b64,23,seed1976_techs_H4,seed1976,Afghani,techs,H4,180,46.0,0.0,60.0,techs,4,99.76218787158145,0.23781212841855393,15699,38.352800953516095,13.137391304347826,25.90510948905109,42.19672131147541,52.39577039274924,56.9583081570997,5.162558502184809,3.8032786885245926,0.08604264170308015,0.06338797814207654,0.09086921685814169,0.2181168057210969,0.9194716637624233,0.0870083432657926,0.13706793802145426,0.1632896305125146,0.2181168057210969,0.3945172824791417
human_individual,1,human_a8c76b64,24,seed1976_techs_H6,seed1976,Afghani,techs,H6,240,60.0,0.0,60.0,techs,5,99.52437574316296,0.4756242568370368,11400,40.17921146953405,17.660606060606067,29.14035087719298,43.55932203389831,52.88668555240793,57.15467422096317,11.225987877807675,16.44067796610169,0.18709979796346127,0.27401129943502817,0.1243168053396596,0.4217443249701316,0.8745276021111137,0.044205495818398985,0.11827956989247312,0.20430107526881738,0.2114695340501789,0.4217443249701316
human_individual,1,human_4b5ba0fb,1,seed1327_treasury_H1,seed1327,Italian Greek,treasury,H1,90,364.0,0.0,2000.0,gold,1,99.95522722184924,0.044772778150758086,36006,790.3695408734603,210.86186540732004,474.42985487214935,782.9993089149967,1059.3116164720345,1335.8885017421603,231.46104534524122,418.99930891499673,0.11573052267262061,0.20949965445749835,0.22779074273088315,0.18969764837625971,0.8630985393854101,0.18969764837625971,0.32407614781634936,0.3643896976483763,0.06427771556550951,0.05755879059350509
human_individual,1,human_4b5ba0fb,2,seed1327_treasury_H3,seed1327,Italian Greek,treasury,H3,150,485.0,0.0,2000.0,gold,2,99.50749944034027,0.4925005596597316,46830,663.4420697412822,151.0620220900594,377.6550552251485,617.0212765957444,895.0361944157183,1170.8376421923476,118.93339404229742,132.02127659574444,0.059466697021148714,0.06601063829787222,0.04240523787170021,0.4335208098987628,0.8152803298195636,0.2647919010123736,0.4335208098987628,0.21754780652418407,0.04656917885264351,0.03757030371203604
human_individual,1,human_4b5ba0fb,3,seed1327_treasury_H4,seed1327,Italian Greek,treasury,H4,180,304.0,0.0,2000.0,gold,1,99.5074994403402,0.49250055965980266,51732,1071.9910011248592,408.6741016109042,739.1573729863686,1058.9390962671903,1452.5909592061737,1771.1711711711707,492.7636504967384,754.9390962671903,0.2463818252483692,0.3774695481335951,0.3782568095748434,0.09606299212598443,0.9513021297906935,0.09606299212598443,0.18155230596175492,0.3435320584926883,0.2040494938132734,0.174803149606299
human_individual,1,human_4b5ba0fb,4,seed1327_treasury_H6,seed1327,Italian Greek,treasury,H6,240,161.0,0.0,2000.0,gold,1,100.1790911126035,0.1790911126035013,41448,1114.4134078212292,333.33333333333394,711.5127175368137,1201.8745493871663,1524.5133381398703,1791.1318553092183,636.9253331648333,1040.8745493871663,0.3184626665824167,0.5204372746935831,0.39275066321275864,0.1199999999999998,0.9702078330667697,0.1199999999999998,0.1669273743016763,0.21162011173184367,0.30994413407821203,0.1915083798882682
human_individual,1,human_4b5ba0fb,5,seed1327_cities_H1,seed1327,Italian Greek,cities,H1,90,10.0,0.0,40.0,cities,2,99.50749944034033,0.49250055965967476,95772,20.467941507311586,9.357649442755823,14.76190476190476,20.290990486849466,26.291793313069903,31.69604863221884,6.009484824826831,10.290990486849466,0.1502371206206708,0.2572747621712367,0.15568832158072474,0.22204724409448826,0.8863401896279774,0.06231721034870647,0.22204724409448826,0.4020247469066366,0.22204724409448826,0.09156355455568051
human_individual,1,human_4b5ba0fb,6,seed1327_cities_H3,seed1327,Italian Greek,cities,H3,150,18.0,0.0,40.0,cities,3,99.95522722184909,0.044772778150914405,27889,23.22508398656215,11.112443778110936,17.470217238962856,23.7281009110021,29.5939751146038,34.563165905631664,3.296024854865344,5.728100911002102,0.08240062137163359,0.14320252277505255,0.07481092834776898,0.3195968645016796,0.8887500093686088,0.041881298992161385,0.14938409854423296,0.3195968645016796,0.34199328107502774,0.14714445688689834
human_individual,1,human_4b5ba0fb,7,seed1327_cities_H4,seed1327,Italian Greek,cities,H4,180,19.0,0.0,40.0,cities,3,100.40295500335797,0.40295500335797385,28786,24.102564102564106,10.65667166416791,17.89968652037617,25.695722793719547,30.552246886843534,35.44091486658196,3.595770323487208,6.695722793719547,0.0898942580871802,0.16739306984298868,0.10449907967720977,0.21337792642140446,0.8914584170701759,0.0506131549609812,0.1487179487179487,0.21337792642140446,0.41181716833890725,0.17547380156075848
human_individual,1,human_4b5ba0fb,8,seed1327_cities_H6,seed1327,Italian Greek,cities,H6,240,22.0,0.0,40.0,cities,3,100.40295500335804,0.4029550033580449,123089,21.890746934225195,9.11415525114155,16.4968152866242,21.69079328314997,28.713339640491963,34.77729257641923,2.3100192717678896,0.3092067168500314,0.05775048179419724,0.007730167921250785,0.05803004937802089,0.3850613154960981,0.9185266222070699,0.07959866220735788,0.14648829431438135,0.3850613154960981,0.23567447045707862,0.15317725752508404
