row,cell_id,world,world_index,qid,rev_id,horizon,block,family,rev_kind,from_bank,control_no_news,p,p_given,delta,nx,question,reveal
11,seed7003:b1035|seed7003:r38,seed7003,1,seed7003:b1035,seed7003:r38,120,B,NB1_value_threshold,civ_cities_grew4,True,False,0.751,0.7684085510688836,0.017408551068883615,842,Will Ghana's treasury be at least 701 at turn 120?,Ghana had at least four more cities at turn 90 than at turn 60.
12,seed7008:b728|seed7008:r34,seed7008,3,seed7008:b728,seed7008:r34,120,B,NW2_diplo,civ_wonder,True,False,0.257,0.2926315789473684,0.0356315789473684,475,Will Spanish and Somali reach a cease-fire or armistice at any point between turns 61 and 120?,Spanish completed a wonder.
13,seed7014:b650|seed7014:r17,seed7014,6,seed7014:b650,seed7014:r17,120,B,NW1_war_at,civ_captured,True,False,0.663,0.7115384615384616,0.04853846153846153,104,Will Bissau-Guinean and Chinese be at war at turn 120?,Bissau-Guinean captured a city.
14,seed7011:b1322|seed7011:r5,seed7011,5,seed7011:b1322,seed7011:r5,120,B,NB4_drawdown,pair_ceasefire,True,False,0.078,0.07343124165554073,-0.004568758344459273,749,Will American's number of cities drop below 99% of its turn-60 level at any point up to turn 120?,Ohlone and American reached a cease-fire or armistice.
15,seed7003:b745|seed7003:r3,seed7003,1,seed7003:b745,seed7003:r3,120,B,W1_wonder_race,pair_ceasefire,True,False,0.224,0.224,0.0,1000,Will Sammarinese complete Marco Polo's Embassy by turn 120?,Crimean Tatar and Sammarinese reached a cease-fire or armistice.
16,seed7008:b713|seed7008:r35,seed7008,3,seed7008:b713,seed7008:r35,120,B,W6_peace_at,civ_cities_grew4,True,False,0.278,0.2663706992230855,-0.011629300776914542,901,Will Spanish and Peruvian have a formal peace in effect at turn 120?,Spanish had at least four more cities at turn 90 than at turn 60.
17,seed7005:b974|seed7005:r26,seed7005,2,seed7005:b974,seed7005:r26,120,B,W5_tech_lead,civ_captured,True,True,0.274,0.27350427350427353,-0.0004957264957264895,936,Will Greek know strictly more technologies than every other civilization at turn 120?,Greek captured a city.
18,seed7011:b1300|seed7011:r52,seed7011,5,seed7011:b1300,seed7011:r52,120,C1,NB1_value_threshold,civ_lost3,True,True,0.524,0.2913165266106443,-0.23268347338935574,357,Will American's number of cities be at least 24 at turn 120?,American lost at least three cities.
19,seed7011:b1322|seed7011:r52,seed7011,5,seed7011:b1322,seed7011:r52,120,C1,NB4_drawdown,civ_lost3,True,False,0.078,0.16526610644257703,0.08726610644257703,357,Will American's number of cities drop below 99% of its turn-60 level at any point up to turn 120?,American lost at least three cities.
20,seed7010:b694|seed7010:r39,seed7010,4,seed7010:b694,seed7010:r39,120,C1,EX_comparative,civ_lost3,True,False,0.409,0.7971014492753623,0.38810144927536233,207,Will American have a higher number of cities than Beninese at turn 120?,Beninese lost at least three cities.
21,seed7001:b1088|seed7001:r36,seed7001,0,seed7001:b1088,seed7001:r36,120,C1,NB1_value_threshold,civ_lost3,False,False,0.546,0.22,-0.32600000000000007,100,Will Estonian's number of cities be at least 34 at turn 120?,Estonian lost at least three cities.
22,seed7005:b1137|seed7005:r35,seed7005,2,seed7005:b1137,seed7005:r35,120,C1,NB4_drawdown,civ_lost3,False,False,0.065,0.08231707317073171,0.01731707317073171,328,Will Cañari's number of cities drop below 70% of its turn-60 level at any point up to turn 120?,Cañari lost at least three cities.
23,seed7001:b628|seed7001:r28,seed7001,0,seed7001:b628,seed7001:r28,120,C1,EX_comparative,civ_lost3,True,False,0.525,0.7326388888888888,0.20763888888888882,288,Will Brazzaville-Congolese have a higher number of cities than Santomean at turn 120?,Santomean lost at least three cities.
24,seed7010:b964|seed7010:r23,seed7010,4,seed7010:b964,seed7010:r23,120,C1,NB1_value_threshold,civ_lost3,False,False,0.31,0.08658008658008658,-0.2234199134199134,231,Will American's number of cities be at least 34 at turn 120?,American lost at least three cities.
25,seed7011:b1215|seed7011:r44,seed7011,5,seed7011:b1215,seed7011:r44,120,C1,NB4_drawdown,civ_lost3,False,True,0.051,0.1322314049586777,0.0812314049586777,363,Will Equatoguinean's number of cities drop below 70% of its turn-60 level at any point up to turn 120?,Equatoguinean lost at least three cities.
26,seed7014:b735|seed7014:r47,seed7014,6,seed7014:b735,seed7014:r47,120,C1,EX_comparative,civ_lost3,True,True,0.889,0.672,-0.21699999999999997,125,Will Chinese have a higher number of cities than Swazi at turn 120?,Chinese lost at least three cities.
27,seed7003:b1161|seed7003:r42,seed7003,1,seed7003:b1161,seed7003:r42,120,C1,NB1_value_threshold,civ_lost3,False,True,0.906,0.8181818181818182,-0.0878181818181818,286,Will Sammarinese's number of cities be at least 23 at turn 120?,Sammarinese lost at least three cities.
28,seed7008:b981|seed7008:r25,seed7008,3,seed7008:b981,seed7008:r25,120,C1,NB4_drawdown,civ_lost3,False,False,0.09,0.18565400843881857,0.09565400843881858,237,Will Belgian's number of cities drop below 99% of its turn-60 level at any point up to turn 120?,Belgian lost at least three cities.
29,seed7003:b670|seed7003:r26,seed7003,1,seed7003:b670,seed7003:r26,120,C1,EX_comparative,civ_lost3,False,False,0.658,0.5222672064777328,-0.1357327935222672,247,Will Rhenish have a higher number of cities than Sammarinese at turn 120?,Rhenish lost at least three cities.
30,seed7010:b1181|seed7010:r39,seed7010,4,seed7010:b1181,seed7010:r39,120,C1,NB1_value_threshold,civ_lost3,False,False,0.75,0.32367149758454106,-0.42632850241545894,207,Will Beninese's number of cities be at least 26 at turn 120?,Beninese lost at least three cities.
31,seed7010:b1205|seed7010:r39,seed7010,4,seed7010:b1205,seed7010:r39,120,C1,NB4_drawdown,civ_lost3,False,False,0.064,0.25120772946859904,0.18720772946859904,207,Will Beninese's number of cities drop below 70% of its turn-60 level at any point up to turn 120?,Beninese lost at least three cities.
32,seed7010:b667|seed7010:r17,seed7010,4,seed7010:b667,seed7010:r17,120,C1,EX_comparative,civ_lost3,False,False,0.422,0.6601941747572816,0.2381941747572816,103,Will Fijian have a higher number of cities than Central American at turn 120?,Central American lost at least three cities.
33,seed7003:b698|seed7003:r50,seed7003,1,seed7003:b698,seed7003:r50,120,C2,EX_comparative,civ_lost3,True,False,0.091,0.15864022662889518,0.06764022662889518,353,Will Ghana have a higher population than Corsican at turn 120?,Corsican lost at least three cities.
34,seed7001:b1212|seed7001:r43,seed7001,0,seed7001:b1212,seed7001:r43,120,C2,NB4_drawdown,civ_lost3,True,False,0.306,0.5765765765765766,0.2705765765765766,333,Will Guinean's territory size drop below 90% of its turn-60 level at any point up to turn 120?,Guinean lost at least three cities.
35,seed7003:b1143|seed7003:r42,seed7003,1,seed7003:b1143,seed7003:r42,120,C2,NB1_value_threshold,civ_lost3,True,False,0.265,0.1258741258741259,-0.13912587412587413,286,Will Sammarinese's score be at least 166 at turn 120?,Sammarinese lost at least three cities.
36,seed7003:b649|seed7003:r50,seed7003,1,seed7003:b649,seed7003:r50,120,C2,EX_comparative,civ_lost3,True,False,0.607,0.7082152974504249,0.1012152974504249,353,Will Crimean Tatar have a higher territory size than Corsican at turn 120?,Corsican lost at least three cities.
37,seed7008:b977|seed7008:r25,seed7008,3,seed7008:b977,seed7008:r25,120,C2,NB4_drawdown,civ_lost3,True,False,0.336,0.48523206751054854,0.14923206751054852,237,Will Belgian's treasury drop below 50% of its turn-60 level at any point up to turn 120?,Belgian lost at least three cities.
38,seed7001:b882|seed7001:r22,seed7001,0,seed7001:b882,seed7001:r22,120,C2,NB1_value_threshold,civ_lost3,True,False,0.279,0.435,0.15599999999999997,200,Will Brazzaville-Congolese's number of military units be at least 18 at turn 120?,Brazzaville-Congolese lost at least three cities.
39,seed7001:b743|seed7001:r36,seed7001,0,seed7001:b743,seed7001:r36,120,C2,EX_comparative,civ_lost3,True,True,0.055,0.11,0.055,100,Will Sahrawi have a higher population than Estonian at turn 120?,Estonian lost at least three cities.
40,seed7005:b816|seed7005:r14,seed7005,2,seed7005:b816,seed7005:r14,120,C2,NB4_drawdown,civ_lost3,True,False,0.413,0.5368852459016393,0.12388524590163935,732,Will Saka's territory size drop below 70% of its turn-60 level at any point up to turn 120?,Saka lost at least three cities.
41,seed7005:b805|seed7005:r14,seed7005,2,seed7005:b805,seed7005:r14,120,C2,NB1_value_threshold,civ_lost3,True,False,0.051,0.028688524590163935,-0.02231147540983606,732,Will Saka's territory size be at least 253 at turn 120?,Saka lost at least three cities.
42,seed7014:b615|seed7014:r24,seed7014,6,seed7014:b615,seed7014:r24,120,C2,EX_comparative,civ_lost3,True,False,0.286,0.3045045045045045,0.018504504504504526,555,Will Bissau-Guinean have a higher population than Trinidadian and Tobagonian at turn 120?,Trinidadian and Tobagonian lost at least three cities.
43,seed7010:b1313|seed7010:r47,seed7010,4,seed7010:b1313,seed7010:r47,120,C2,NB4_drawdown,civ_lost3,True,False,0.704,0.7980295566502463,0.09402955665024637,203,Will Fijian's treasury drop below 50% of its turn-60 level at any point up to turn 120?,Fijian lost at least three cities.
44,seed7001:b988|seed7001:r28,seed7001,0,seed7001:b988,seed7001:r28,120,C2,NB1_value_threshold,civ_lost3,True,False,0.903,0.8229166666666666,-0.0800833333333334,288,Will Santomean's territory size be at least 229 at turn 120?,Santomean lost at least three cities.
45,seed7010:b748|seed7010:r39,seed7010,4,seed7010:b748,seed7010:r39,120,C2,EX_comparative,civ_lost3,True,False,0.708,0.3671497584541063,-0.34085024154589366,207,Will Beninese have a higher population than Fijian at turn 120?,Beninese lost at least three cities.
46,seed7005:b816|seed7005:r15,seed7005,2,seed7005:b816,seed7005:r15,120,C2,NB4_drawdown,civ_cities_fell2,True,False,0.413,0.9466666666666667,0.5336666666666667,150,Will Saka's territory size drop below 70% of its turn-60 level at any point up to turn 120?,Saka had at least two fewer cities at turn 90 than at turn 60.
47,seed7011:b843|seed7011:r21,seed7011,5,seed7011:b843,seed7011:r21,120,C2,NB1_value_threshold,civ_lost3,False,False,0.75,0.6433566433566433,-0.10664335664335667,143,Will Ohlone's treasury be at least 652 at turn 120?,Ohlone lost at least three cities.
48,seed7001:b731|seed7001:r36,seed7001,0,seed7001:b731,seed7001:r36,120,C2,EX_comparative,civ_lost3,True,True,0.788,0.62,-0.16800000000000004,100,Will Estonian have a higher territory size than Guinean at turn 120?,Estonian lost at least three cities.
49,seed7010:b1206|seed7010:r39,seed7010,4,seed7010:b1206,seed7010:r39,120,C2,NB4_drawdown,civ_lost3,False,False,0.057,0.22705314009661837,0.17005314009661837,207,Will Beninese's population drop below 90% of its turn-60 level at any point up to turn 120?,Beninese lost at least three cities.
50,seed7010:b1176|seed7010:r39,seed7010,4,seed7010:b1176,seed7010:r39,120,C2,NB1_value_threshold,civ_lost3,False,False,0.272,0.057971014492753624,-0.2140289855072464,207,Will Beninese's population be at least 93 at turn 120?,Beninese lost at least three cities.
51,seed7003:b655|seed7003:r26,seed7003,1,seed7003:b655,seed7003:r26,120,C2,EX_comparative,civ_lost3,True,False,0.931,0.8785425101214575,-0.052457489878542596,247,Will Rhenish have a higher population than Ghana at turn 120?,Rhenish lost at least three cities.
52,seed7022:b833|seed7022:r43,seed7022,7,seed7022:b833,seed7022:r43,120,C2,NB4_drawdown,civ_lost3,False,True,0.077,0.13333333333333333,0.05633333333333333,345,Will Hunnic's territory size drop below 70% of its turn-60 level at any point up to turn 120?,Hunnic lost at least three cities.
53,seed7008:b863|seed7008:r18,seed7008,3,seed7008:b863,seed7008:r18,120,C2,NB1_value_threshold,civ_lost3,False,False,0.294,0.19473684210526315,-0.09926315789473683,190,Will Latvian's number of military units be at least 25 at turn 120?,Latvian lost at least three cities.
54,seed7008:b731|seed7008:r47,seed7008,3,seed7008:b731,seed7008:r47,120,C2,EX_comparative,civ_lost3,False,False,0.906,0.7880434782608695,-0.11795652173913052,184,Will Somali have a higher population than Spanish at turn 120?,Somali lost at least three cities.
55,seed7010:b876|seed7010:r17,seed7010,4,seed7010:b876,seed7010:r17,120,C2,NB4_drawdown,civ_lost3,False,False,0.539,0.6893203883495146,0.15032038834951456,103,Will Central American's treasury drop below 50% of its turn-60 level at any point up to turn 120?,Central American lost at least three cities.
56,seed7008:b1301|seed7008:r47,seed7008,3,seed7008:b1301,seed7008:r47,120,C2,NB1_value_threshold,civ_lost3,False,False,0.253,0.29347826086956524,0.04047826086956524,184,Will Somali's number of military units be at least 24 at turn 120?,Somali lost at least three cities.
57,seed7003:b676|seed7003:r26,seed7003,1,seed7003:b676,seed7003:r26,120,C2,EX_comparative,civ_lost3,False,False,0.616,0.5222672064777328,-0.09373279352226715,247,Will Rhenish have a higher population than Corsican at turn 120?,Rhenish lost at least three cities.
58,seed7005:b814|seed7005:r14,seed7005,2,seed7005:b814,seed7005:r14,120,C2,NB4_drawdown,civ_lost3,False,True,0.343,0.3401639344262295,-0.00283606557377053,732,Will Saka's treasury drop below 25% of its turn-60 level at any point up to turn 120?,Saka lost at least three cities.
59,seed7011:b1197|seed7011:r44,seed7011,5,seed7011:b1197,seed7011:r44,120,C2,NB1_value_threshold,civ_lost3,False,True,0.9,0.7658402203856749,-0.13415977961432513,363,Will Equatoguinean's territory size be at least 217 at turn 120?,Equatoguinean lost at least three cities.
60,seed7011:b664|seed7011:r21,seed7011,5,seed7011:b664,seed7011:r21,120,C2,EX_comparative,civ_lost3,False,False,0.511,0.6293706293706294,0.11837062937062937,143,Will Equatoguinean have a higher population than Ohlone at turn 120?,Ohlone lost at least three cities.
61,seed7011:b1212|seed7011:r44,seed7011,5,seed7011:b1212,seed7011:r44,120,C2,NB4_drawdown,civ_lost3,False,False,0.126,0.3002754820936639,0.1742754820936639,363,Will Equatoguinean's territory size drop below 90% of its turn-60 level at any point up to turn 120?,Equatoguinean lost at least three cities.
62,seed7011:b1309|seed7011:r52,seed7011,5,seed7011:b1309,seed7011:r52,120,C2,NB1_value_threshold,civ_lost3,False,False,0.104,0.05042016806722689,-0.0535798319327731,357,Will American's territory size be at least 358 at turn 120?,American lost at least three cities.
63,seed7011:b657|seed7011:r36,seed7011,5,seed7011:b657,seed7011:r36,120,C2,EX_comparative,civ_lost3,False,False,0.883,0.96,0.07699999999999996,175,Will Ohlone have a higher territory size than Guyanese at turn 120?,Guyanese lost at least three cities.
64,seed7022:b832|seed7022:r43,seed7022,7,seed7022:b832,seed7022:r43,120,C2,NB4_drawdown,civ_lost3,False,False,0.167,0.3101449275362319,0.1431449275362319,345,Will Hunnic's territory size drop below 90% of its turn-60 level at any point up to turn 120?,Hunnic lost at least three cities.
65,seed7011:b845|seed7011:r21,seed7011,5,seed7011:b845,seed7011:r21,120,C2,NB1_value_threshold,civ_lost3,False,False,0.25,0.16783216783216784,-0.08216783216783216,143,Will Ohlone's treasury be at least 1643 at turn 120?,Ohlone lost at least three cities.
66,seed7008:b744|seed7008:r47,seed7008,3,seed7008:b744,seed7008:r47,120,C2,EX_comparative,civ_lost3,False,False,0.229,0.3804347826086957,0.15143478260869567,184,Will Peruvian have a higher population than Somali at turn 120?,Somali lost at least three cities.
67,seed7022:b714|seed7022:r27,seed7022,7,seed7022:b714,seed7022:r27,120,C2,NB4_drawdown,civ_lost3,False,False,0.109,0.142433234421365,0.03343323442136499,337,Will Pelasgian's treasury drop below 25% of its turn-60 level at any point up to turn 120?,Pelasgian lost at least three cities.
68,seed7011:b866|seed7011:r21,seed7011,5,seed7011:b866,seed7011:r21,120,C2,NB1_value_threshold,civ_lost3,False,False,0.254,0.16083916083916083,-0.09316083916083917,143,Will Ohlone's territory size be at least 461 at turn 120?,Ohlone lost at least three cities.
69,seed7010:b664|seed7010:r47,seed7010,4,seed7010:b664,seed7010:r47,120,C2,EX_comparative,civ_lost3,False,False,0.52,0.6699507389162561,0.1499507389162561,203,Will Central American have a higher population than Fijian at turn 120?,Fijian lost at least three cities.
70,seed7011:b1104|seed7011:r36,seed7011,5,seed7011:b1104,seed7011:r36,120,C2,NB4_drawdown,civ_lost3,False,False,0.07,0.30857142857142855,0.23857142857142855,175,Will Guyanese's territory size drop below 70% of its turn-60 level at any point up to turn 120?,Guyanese lost at least three cities.
71,seed7011:b1279|seed7011:r52,seed7011,5,seed7011:b1279,seed7011:r52,120,C2,NB1_value_threshold,civ_lost3,False,False,0.518,0.3473389355742297,-0.17066106442577034,357,Will American's score be at least 161 at turn 120?,American lost at least three cities.
72,seed7008:b692|seed7008:r39,seed7008,3,seed7008:b692,seed7008:r39,120,C2,EX_comparative,civ_lost3,False,False,0.493,0.39490445859872614,-0.09809554140127386,157,Will Peruvian have a higher population than Belgian at turn 120?,Peruvian lost at least three cities.
73,seed7003:b1183|seed7003:r42,seed7003,1,seed7003:b1183,seed7003:r42,120,C2,NB4_drawdown,civ_lost3,False,False,0.064,0.17132867132867133,0.10732867132867133,286,Will Sammarinese's territory size drop below 90% of its turn-60 level at any point up to turn 120?,Sammarinese lost at least three cities.
74,seed7008:b938|seed7008:r25,seed7008,3,seed7008:b938,seed7008:r25,120,C2,NB1_value_threshold,civ_lost3,False,False,0.512,0.32489451476793246,-0.18710548523206755,237,Will Belgian's score be at least 159 at turn 120?,Belgian lost at least three cities.
75,seed7014:b688|seed7014:r9,seed7014,6,seed7014:b688,seed7014:r9,120,D,NW2_diplo,pair_war_began,True,False,0.774,0.774,0.0,1000,Will Trinidadian and Tobagonian and Chinese reach a cease-fire or armistice at any point between turns 61 and 120?,Trinidadian and Tobagonian and Tajik went to war.
76,seed7014:b637|seed7014:r14,seed7014,6,seed7014:b637,seed7014:r14,120,D,NW1_war_at,pair_war_began,True,False,0.13,0.11251980982567353,-0.017480190174326476,631,Will Bissau-Guinean and Swazi be at war at turn 120?,Swazi and Chinese went to war.
77,seed7003:b980|seed7003:r26,seed7003,1,seed7003:b980,seed7003:r26,120,D,NEW_civil_war,civ_lost3,True,False,0.053,0.10121457489878542,0.048214574898785424,247,Will Rhenish suffer a civil war (a breakaway civilization splitting off) by turn 120?,Rhenish lost at least three cities.
78,seed7001:b722|seed7001:r43,seed7001,0,seed7001:b722,seed7001:r43,120,D,W6_peace_at,civ_lost3,True,False,0.393,0.37537537537537535,-0.017624624624624663,333,Will Estonian and Guinean have a formal peace in effect at turn 120?,Guinean lost at least three cities.
79,seed7014:b1202|seed7014:r4,seed7014,6,seed7014:b1202,seed7014:r4,120,D,W4_lose_k,pair_war_began,True,False,0.409,0.4473684210526316,0.03836842105263161,114,Will Swazi lose at least 5 cities by turn 120?,Bissau-Guinean and Swazi went to war.
80,seed7010:b651|seed7010:r11,seed7010,4,seed7010:b651,seed7010:r11,120,D,W2_directed_conquest,pair_war_began,True,False,0.065,0.0712979890310786,0.006297989031078602,547,Will Central American capture at least one city from Beninese by turn 120?,Spanish and Beninese went to war.
81,seed7011:b671|seed7011:r0,seed7011,5,seed7011:b671,seed7011:r0,120,D,NW2_diplo,pair_war_began,True,True,0.749,0.14492753623188406,-0.604072463768116,207,Will Ohlone and American reach a cease-fire or armistice at any point between turns 61 and 120?,Ohlone and Libyan went to war.
82,seed7001:b677|seed7001:r36,seed7001,0,seed7001:b677,seed7001:r36,120,D,NW1_war_at,civ_lost3,True,False,0.514,0.34,-0.174,100,Will Santomean and Estonian be at war at turn 120?,Estonian lost at least three cities.
83,seed7001:b1021|seed7001:r28,seed7001,0,seed7001:b1021,seed7001:r28,120,D,NEW_civil_war,civ_lost3,True,False,0.058,0.07291666666666667,0.014916666666666668,288,Will Santomean suffer a civil war (a breakaway civilization splitting off) by turn 120?,Santomean lost at least three cities.
84,seed7001:b722|seed7001:r12,seed7001,0,seed7001:b722,seed7001:r12,120,D,W6_peace_at,pair_war_began,True,False,0.393,0.09433962264150944,-0.2986603773584906,212,Will Estonian and Guinean have a formal peace in effect at turn 120?,Estonian and Guinean went to war.
85,seed7005:b1044|seed7005:r4,seed7005,2,seed7005:b1044,seed7005:r4,120,D,W4_lose_k,pair_war_began,True,False,0.532,0.532,0.0,1000,Will Greek lose at least 3 cities by turn 120?,Otomí and Greek went to war.
86,seed7014:b614|seed7014:r24,seed7014,6,seed7014:b614,seed7014:r24,120,D,W2_directed_conquest,civ_lost3,True,False,0.074,0.06486486486486487,-0.009135135135135128,555,Will Trinidadian and Tobagonian capture at least one city from Bissau-Guinean by turn 120?,Trinidadian and Tobagonian lost at least three cities.
87,seed7001:b708|seed7001:r18,seed7001,0,seed7001:b708,seed7001:r18,120,D,NW2_diplo,pair_war_began,True,True,0.749,0.749,0.0,1000,Will Santomean and Sahrawi be at formal Peace at any point between turns 61 and 120?,Guinean and Sahrawi went to war.
88,seed7001:b721|seed7001:r15,seed7001,0,seed7001:b721,seed7001:r15,120,D,NW1_war_at,pair_war_began,True,True,0.231,0.19899665551839466,-0.032003344481605356,598,Will Estonian and Guinean be at war at turn 120?,Estonian and Sahrawi went to war.
89,seed7003:b980|seed7003:r8,seed7003,1,seed7003:b980,seed7003:r8,120,D,NEW_civil_war,pair_war_began,True,False,0.053,0.053,0.0,1000,Will Rhenish suffer a civil war (a breakaway civilization splitting off) by turn 120?,Rhenish and Sammarinese went to war.
90,seed7008:b713|seed7008:r8,seed7008,3,seed7008:b713,seed7008:r8,120,D,W6_peace_at,pair_war_began,True,False,0.278,0.3275862068965517,0.04958620689655169,464,Will Spanish and Peruvian have a formal peace in effect at turn 120?,Belgian and Peruvian went to war.
91,seed7010:b895|seed7010:r0,seed7010,4,seed7010:b895,seed7010:r0,120,D,W4_lose_k,pair_war_began,True,False,0.495,0.4988479262672811,0.0038479262672810877,868,Will Central American lose at least 5 cities by turn 120?,Central American and Spanish went to war.
92,seed7003:b688|seed7003:r2,seed7003,1,seed7003:b688,seed7003:r2,120,D,W2_directed_conquest,pair_war_began,True,False,0.597,0.597,0.0,1000,Will Ghana capture at least one city from Sammarinese by turn 120?,Crimean Tatar and Sammarinese went to war.
93,seed7010:b703|seed7010:r10,seed7010,4,seed7010:b703,seed7010:r10,120,D,NW2_diplo,pair_war_began,True,False,0.074,0.022988505747126436,-0.05101149425287356,174,Will American and Fijian reach a cease-fire or armistice at any point between turns 61 and 120?,American and Fijian went to war.
94,seed7008:b646|seed7008:r0,seed7008,3,seed7008:b646,seed7008:r0,120,D,NW1_war_at,pair_war_began,True,False,0.345,0.345,0.0,1000,Will Latvian and Peruvian be at war at turn 120?,Latvian and Belgian went to war.
95,seed7014:b638|seed7014:r2,seed7014,6,seed7014:b638,seed7014:r2,120,D,W6_peace_at,pair_war_began,True,False,0.052,0.052,0.0,1000,Will Bissau-Guinean and Swazi have a formal peace in effect at turn 120?,Bissau-Guinean and Tajik went to war.
96,seed7005:b1258|seed7005:r6,seed7005,2,seed7005:b1258,seed7005:r6,120,D,W4_lose_k,pair_war_began,True,True,0.225,0.23475046210720887,0.009750462107208868,541,Will Ostrogothic lose at least 5 cities by turn 120?,Otomí and Ostrogothic went to war.
97,seed7011:b672|seed7011:r9,seed7011,5,seed7011:b672,seed7011:r9,120,D,W2_directed_conquest,pair_war_began,True,False,0.898,0.8939393939393939,-0.004060606060606098,396,Will Ohlone capture at least one city from American by turn 120?,Libyan and American went to war.
98,seed7011:b684|seed7011:r9,seed7011,5,seed7011:b684,seed7011:r9,120,D,NW2_diplo,pair_war_began,True,True,0.555,0.3333333333333333,-0.22166666666666673,396,Will Libyan and Guyanese be at formal Peace at any point between turns 61 and 120?,Libyan and American went to war.
99,seed7001:b677|seed7001:r9,seed7001,0,seed7001:b677,seed7001:r9,120,D,NW1_war_at,pair_war_began,True,False,0.514,0.5247410817031071,0.010741081703107058,869,Will Santomean and Estonian be at war at turn 120?,Santomean and Sahrawi went to war.
100,seed7001:b1748|seed7001:r7,seed7001,0,seed7001:b1748,seed7001:r7,150,A,W4_lose_k,pair_ceasefire,True,False,0.406,0.406,0.0,1000,Will Sahrawi lose at least 5 cities by turn 150?,Santomean and Guinean reached a cease-fire or armistice.
101,seed7008:b2063|seed7008:r29,seed7008,3,seed7008:b2063,seed7008:r29,150,A,W3_capture_k,civ_techs_K,True,False,0.516,0.5258855585831063,0.009885558583106246,734,Will Somali capture at least 5 cities by turn 150?,Belgian knew at least 21 technologies at turn 90.
102,seed7005:b1832|seed7005:r2,seed7005,2,seed7005:b1832,seed7005:r2,150,A,S5_civ_wonders,pair_war_began,True,False,0.184,0.184,0.0,1000,Will Cañari complete at least 1 wonder by turn 150?,Saka and Ostrogothic went to war.
103,seed7011:b1440|seed7011:r16,seed7011,5,seed7011:b1440,seed7011:r16,150,A,NW5_wonder,pair_war_began,True,True,0.363,0.3513909224011713,-0.011609077598828677,683,Will Michelangelo's Chapel be completed by any civilization by turn 150?,Equatoguinean and American went to war.
104,seed7022:b1119|seed7022:r21,seed7022,7,seed7022:b1119,seed7022:r21,150,A,S4_gov_change_count,civ_govchange,True,False,0.931,0.9306532663316583,-0.00034673366834170327,995,"Will Hunnic's government change at least 3 times by turn 150? (Anarchy counts as a form of government, for this question.)",Boian changed its form of government (not counting a spell of anarchy).
