Rank,Model,input_price_per_1m,output_price_per_1m,unconditional_binary_r0_usd,unconditional_binary_r1_usd,unconditional_binary_r3_usd,unconditional_continuous_r0_usd,unconditional_continuous_r1_usd,unconditional_continuous_r3_usd,conditional_binary_r0_usd,conditional_binary_r1_usd,conditional_binary_r3_usd,conditional_continuous_r0_usd,conditional_continuous_r1_usd,conditional_continuous_r3_usd,total_r0_usd,total_r1_usd,total_r3_usd
64,DeepSeek-V3.1 (zero shot),0.6,1.7,0.76190296,0.77966252,0.81518164,0.15584757,0.17553714,0.21491628000000002,0.42088956,0.42980231999999996,0.44762784,0.07906351,0.08884922,0.10842064000000001,1.4177035999999998,1.4738512,1.5861464
21,GPT-5-Mini-2025-08-07 (zero shot),0.25,2.0,0.33095335000000004,0.35184695,0.39363415,0.0798967,0.1030609,0.1493893,0.18214260000000002,0.1926282,0.2135994,0.04037835,0.05189095,0.07491615,0.633371,0.699427,0.8315389999999999
50,Gemini-2.5-Flash (zero shot),0.3,2.5,0.3981887,0.4243057,0.4765397,0.09703425,0.1259895,0.1839,0.2190954,0.23220239999999998,0.2584164,0.04902965,0.0634204,0.0922019,0.763348,0.845918,1.011058
35,Kimi-K2-Instruct-0905 (zero shot),1.0,3.0,1.2715794,1.3029198000000002,1.3656006,0.2616763,0.2964226,0.3659152,0.7023564,0.7180848,0.7495416,0.13273189999999999,0.1500008,0.1845386,2.368344,2.467428,2.665596
59,Kimi-K2-Instruct (zero shot),1.0,3.0,1.2715794,1.3029198000000002,1.3656006,0.2616763,0.2964226,0.3659152,0.7023564,0.7180848,0.7495416,0.13273189999999999,0.1500008,0.1845386,2.368344,2.467428,2.665596
24,Meta-Llama-3.1-405B-Instruct-Turbo (zero shot),3.5,3.5,4.3774003,4.4139641,4.4870917,0.8347923500000001,0.8753297,0.9564044,2.4215478000000004,2.4398976,2.4765972,0.42426755,0.4444146,0.4847087,8.058008,8.173606,8.404802
11,O4-Mini-2025-04-16 (zero shot),1.1,4.4,1.4102288200000002,1.4561947400000002,1.5481265800000001,0.30058424000000006,0.3515454800000001,0.45346796000000006,0.7783591200000001,0.8014274400000001,0.84756408,0.15233702000000002,0.17766474000000002,0.22832018000000004,2.6415092000000002,2.7868324000000007,3.0774788
27,O3-Mini-2025-01-31 (zero shot),1.1,4.4,1.4102288200000002,1.4561947400000002,1.5481265800000001,0.30058424000000006,0.3515454800000001,0.45346796000000006,0.7783591200000001,0.8014274400000001,0.84756408,0.15233702000000002,0.17766474000000002,0.22832018000000004,2.6415092000000002,2.7868324000000007,3.0774788
22,Claude-Haiku-4-5-20251001 (zero shot),1.0,5.0,1.2924730000000002,1.344707,1.449175,0.2848405,0.342751,0.458572,0.712842,0.739056,0.7914840000000001,0.1442445,0.173026,0.230589,2.4344,2.59954,2.9298200000000003
87,Gemini-1.5-Pro (zero shot),1.25,5.0,1.60253275,1.65476675,1.75923475,0.34157299999999996,0.3994835,0.5153044999999999,0.8844989999999999,0.910713,0.963141,0.17311025000000002,0.20189175,0.25945475,3.001715,3.166855,3.4971350000000005
73,Mistral-Large-2411 (zero shot),2.0,6.0,2.5431588,2.6058396000000004,2.7312012,0.5233526,0.5928452,0.7318304,1.4047128,1.4361696,1.4990832,0.26546379999999997,0.3000016,0.3690772,4.736688,4.934856,5.331192
19,O3-2025-04-16 (zero shot),2.0,8.0,2.5640524,2.6476268000000003,2.8147756,0.5465168,0.6391736,0.8244872,1.4151984,1.4571408000000001,1.5410256,0.2769764,0.3230268,0.4151276,4.802744,5.066968,5.595416
28,GPT-4.1-2025-04-14 (zero shot),2.0,8.0,2.5640524,2.6476268000000003,2.8147756,0.5465168,0.6391736,0.8244872,1.4151984,1.4571408000000001,1.5410256,0.2769764,0.3230268,0.4151276,4.802744,5.066968,5.595416
66,Mistral-Large-2407 (zero shot),3.0,9.0,3.8147382,3.9087594,4.0968018,0.7850289,0.8892678,1.0977456,2.1070691999999998,2.1542543999999997,2.2486248,0.3981957,0.4500024,0.5536158,7.105032,7.402283999999999,7.996788
24,GPT-5-2025-08-07 (zero shot),1.25,10.0,1.65476675,1.75923475,1.96817075,0.3994835,0.5153044999999999,0.7469465,0.910713,0.963141,1.067997,0.20189175,0.25945475,0.37458075,3.166855,3.4971350000000005,4.157695
9,Gemini-2.5-Pro-Preview-03-25 (zero shot),1.25,10.0,1.65476675,1.75923475,1.96817075,0.3994835,0.5153044999999999,0.7469465,0.910713,0.963141,1.067997,0.20189175,0.25945475,0.37458075,3.166855,3.4971350000000005,4.157695
32,Gemini-2.5-Pro (zero shot),1.25,10.0,1.65476675,1.75923475,1.96817075,0.3994835,0.5153044999999999,0.7469465,0.910713,0.963141,1.067997,0.20189175,0.25945475,0.37458075,3.166855,3.4971350000000005,4.157695
66,GPT-5.1-2025-11-13 (zero shot),1.25,10.0,1.65476675,1.75923475,1.96817075,0.3994835,0.5153044999999999,0.7469465,0.910713,0.963141,1.067997,0.20189175,0.25945475,0.37458075,3.166855,3.4971350000000005,4.157695
77,GPT-4o (zero shot),2.5,10.0,3.2050655,3.3095335,3.5184695,0.6831459999999999,0.798967,1.0306089999999999,1.7689979999999998,1.821426,1.926282,0.34622050000000004,0.4037835,0.5189095,6.00343,6.33371,6.994270000000001
13,Gemini-3-Pro-Preview (zero shot),2.0,12.0,2.6058396000000004,2.7312012,2.9819244,0.5928452,0.7318304,1.0098008,1.4361696,1.4990832,1.6249104,0.3000016,0.3690772,0.5072284,4.934856,5.331192,6.123864
6,Claude-Sonnet-4-5-20250929 (zero shot),3.0,15.0,3.877419,4.034121,4.347525,0.8545215,1.028253,1.3757160000000002,2.1385259999999997,2.217168,2.374452,0.4327335,0.519078,0.691767,7.3032,7.7986200000000006,8.78946
30,Grok-4-0709 (zero shot),3.0,15.0,3.877419,4.034121,4.347525,0.8545215,1.028253,1.3757160000000002,2.1385259999999997,2.217168,2.374452,0.4327335,0.519078,0.691767,7.3032,7.7986200000000006,8.78946
43,Claude-3-7-Sonnet-20250219 (zero shot),3.0,15.0,3.877419,4.034121,4.347525,0.8545215,1.028253,1.3757160000000002,2.1385259999999997,2.217168,2.374452,0.4327335,0.519078,0.691767,7.3032,7.7986200000000006,8.78946
35,Claude-Sonnet-4-20250514 (zero shot),3.0,15.0,3.877419,4.034121,4.347525,0.8545215,1.028253,1.3757160000000002,2.1385259999999997,2.217168,2.374452,0.4327335,0.519078,0.691767,7.3032,7.7986200000000006,8.78946
28,Claude-3-5-Sonnet-20241022 (zero shot),3.0,15.0,3.877419,4.034121,4.347525,0.8545215,1.028253,1.3757160000000002,2.1385259999999997,2.217168,2.374452,0.4327335,0.519078,0.691767,7.3032,7.7986200000000006,8.78946
43,Claude-3-5-Sonnet-20240620 (zero shot),3.0,15.0,3.877419,4.034121,4.347525,0.8545215,1.028253,1.3757160000000002,2.1385259999999997,2.217168,2.374452,0.4327335,0.519078,0.691767,7.3032,7.7986200000000006,8.78946
