model,question_type,horizon,nforecasts,nvalid,brier,expected_brier,calibration,excess_bits
google/gemini-3.7-flash,tail,T120,60,60,0.14617466666666662,0.14617466666666662,0.1270682833333333,0.5090504705622404
google/gemini-3.7-flash,tail,T150,60,60,0.17985366666666663,0.17985366666666663,0.15957146666666666,0.6276794731592414
google/gemini-3.7-flash,tail,T180,60,60,0.19665333333333332,0.19665333333333332,0.17725523333333332,0.7440667879704133
google/gemini-3.7-flash,tail,T210,60,60,0.26272066666666666,0.26272066666666666,0.24404868333333332,0.991833876384758
google/gemini-3.7-flash,tail,all,300,300,0.17833800000000002,0.17833800000000002,0.15981872666666666,0.6517841965231869
google/gemini-3.7-flash,mirror,T90,10,10,0.15828800000000004,0.15828800000000004,0.13786400000000004,0.5979245595754208
google/gemini-3.7-flash,mirror,T120,10,10,0.12938799999999998,0.12938799999999998,0.11860309999999999,0.5599756670239716
google/gemini-3.7-flash,mirror,T150,10,10,0.15929000000000001,0.15929000000000001,0.14204900000000004,0.6426351102651405
google/gemini-3.7-flash,mirror,T180,10,10,0.158416,0.158416,0.1357427,0.6088802348502406
google/gemini-3.7-flash,mirror,T210,10,10,0.18281200000000003,0.18281200000000003,0.16928460000000004,0.6534942715417593
google/gemini-3.7-flash,mirror,all,50,50,0.1576388,0.1576388,0.14070867999999997,0.6125819686513065
openai/gpt-5.6-luna,regular,T90,150,150,0.29181833333333335,0.29181833333333335,0.11799476000000003,0.5193333324845959
openai/gpt-5.6-luna,regular,T120,150,150,0.30589521999999997,0.30589521999999997,0.13001905333333333,0.5378289404587361
openai/gpt-5.6-luna,regular,T150,150,150,0.2889831533333333,0.2889831533333333,0.11500933333333334,0.4722439939166418
openai/gpt-5.6-luna,regular,T180,150,150,0.29498895333333325,0.29498895333333325,0.11789400666666666,0.45229767148925587
openai/gpt-5.6-luna,regular,T210,150,150,0.2843043333333334,0.2843043333333334,0.10925408666666667,0.40459529817144185
openai/gpt-5.6-luna,regular,all,750,750,0.2931979986666666,0.2931979986666666,0.11803424800000001,0.4772598473041343
openai/gpt-5.6-luna,tail,T90,60,60,0.11742448333333333,0.11742448333333333,0.10228678333333334,0.44173920008462747
openai/gpt-5.6-luna,tail,T120,60,60,0.140777,0.140777,0.12167061666666669,0.5039900346207141
openai/gpt-5.6-luna,tail,T150,60,60,0.19539515,0.19539515,0.17511295,0.6823520727204595
openai/gpt-5.6-luna,tail,T180,60,60,0.20581366666666667,0.20581366666666667,0.18641556666666664,0.7388742407044258
openai/gpt-5.6-luna,tail,T210,60,60,0.2419495,0.2419495,0.22327751666666662,0.8688486243989837
openai/gpt-5.6-luna,tail,all,300,300,0.18027195999999998,0.18027195999999998,0.16175268666666667,0.6471608345058422
openai/gpt-5.6-luna,mirror,T90,10,10,0.283792,0.283792,0.263368,0.9706643714630223
openai/gpt-5.6-luna,mirror,T120,10,10,0.19991399999999998,0.19991399999999998,0.1891291,0.7615192513781001
openai/gpt-5.6-luna,mirror,T150,10,10,0.226364,0.226364,0.20912300000000003,0.840523606697074
openai/gpt-5.6-luna,mirror,T180,10,10,0.2068575,0.2068575,0.1841842,0.7372490737742389
openai/gpt-5.6-luna,mirror,T210,10,10,0.23860600000000004,0.23860600000000004,0.22507859999999996,0.863665888433997
openai/gpt-5.6-luna,mirror,all,50,50,0.2311067,0.2311067,0.21417657999999995,0.8347244383492864
anthropic/claude-sonnet-5,regular,T90,150,150,0.3210934666666666,0.3210934666666666,0.14726989333333335,0.6341916879212794
anthropic/claude-sonnet-5,regular,T120,150,150,0.3291305333333333,0.3291305333333333,0.1532543666666666,0.6614476388699978
anthropic/claude-sonnet-5,regular,T150,150,150,0.32562840000000004,0.32562840000000004,0.15165457999999998,0.6262937139170883
anthropic/claude-sonnet-5,regular,T180,150,150,0.3119861333333333,0.3119861333333333,0.1348911866666667,0.5622070681518553
anthropic/claude-sonnet-5,regular,T210,150,150,0.3193602666666666,0.3193602666666666,0.14431001999999998,0.6057322939120666
anthropic/claude-sonnet-5,regular,all,750,750,0.32143975999999996,0.32143975999999996,0.1462760093333333,0.6179744805544576
anthropic/claude-sonnet-5,tail,T90,60,60,0.05392133333333335,0.05392133333333335,0.03878363333333334,0.19007939940708576
anthropic/claude-sonnet-5,tail,T120,60,60,0.07822966666666667,0.07822966666666667,0.059123283333333325,0.26956238162992957
anthropic/claude-sonnet-5,tail,T150,60,60,0.06212566666666667,0.06212566666666667,0.04184346666666667,0.2132974240313924
anthropic/claude-sonnet-5,tail,T180,60,60,0.06578133333333332,0.06578133333333332,0.04638323333333332,0.22798717637803462
anthropic/claude-sonnet-5,tail,T210,60,60,0.10307666666666666,0.10307666666666666,0.08440468333333334,0.36799401112001456
anthropic/claude-sonnet-5,tail,all,300,300,0.07262693333333334,0.07262693333333334,0.05410766,0.2537840785132913
anthropic/claude-sonnet-5,mirror,T90,10,10,0.4763539999999999,0.4763539999999999,0.45592999999999995,1.878393865028889
anthropic/claude-sonnet-5,mirror,T120,10,10,0.38719,0.38719,0.37640509999999994,1.4954316825553593
anthropic/claude-sonnet-5,mirror,T150,10,10,0.46687400000000007,0.46687400000000007,0.44963299999999995,1.8090890968308162
anthropic/claude-sonnet-5,mirror,T180,10,10,0.378496,0.378496,0.35582269999999994,1.5844201349189473
anthropic/claude-sonnet-5,mirror,T210,10,10,0.32776600000000006,0.32776600000000006,0.3142386,1.271560557176104
anthropic/claude-sonnet-5,mirror,all,50,50,0.407336,0.407336,0.3904058799999999,1.607779067302023
deepseek/deepseek-v4-flash-0731,regular,T90,150,147,0.31002240000000003,0.31002240000000003,0.1361988266666667,0.6334826778000298
deepseek/deepseek-v4-flash-0731,regular,T120,150,148,0.3199842866666667,0.3199842866666667,0.14410812,0.7238604112895085
deepseek/deepseek-v4-flash-0731,regular,T150,150,149,0.31576748,0.31576748,0.14179366,0.6484926848737447
deepseek/deepseek-v4-flash-0731,regular,T180,150,150,0.31118486,0.31118486,0.13408991333333334,0.5774921890973583
deepseek/deepseek-v4-flash-0731,regular,T210,150,149,0.31528506666666667,0.31528506666666667,0.14023481999999998,0.5536705134423179
deepseek/deepseek-v4-flash-0731,regular,all,750,743,0.3144488186666667,0.3144488186666667,0.139285068,0.6273996953005917
deepseek/deepseek-v4-flash-0731,tail,T90,60,58,0.10014313333333334,0.10014313333333334,0.08500543333333334,0.35490522364762206
deepseek/deepseek-v4-flash-0731,tail,T120,60,60,0.09580433333333332,0.09580433333333332,0.07669794999999999,0.3266418610181791
deepseek/deepseek-v4-flash-0731,tail,T150,60,60,0.1455567,0.1455567,0.1252745,0.49931830192994686
deepseek/deepseek-v4-flash-0731,tail,T180,60,59,0.13195039683333334,0.13195039683333334,0.11255229683333333,0.4740252313494321
deepseek/deepseek-v4-flash-0731,tail,T210,60,60,0.21557710000000005,0.21557710000000005,0.19690511666666666,0.7718884331458357
deepseek/deepseek-v4-flash-0731,tail,all,300,297,0.1378063327,0.1378063327,0.11928705936666667,0.4853558102182031
deepseek/deepseek-v4-flash-0731,mirror,T90,10,10,0.346896,0.346896,0.326472,1.2598134274839135
deepseek/deepseek-v4-flash-0731,mirror,T120,10,10,0.337908,0.337908,0.3271231,1.2514618496459669
deepseek/deepseek-v4-flash-0731,mirror,T150,10,10,0.35054599999999997,0.35054599999999997,0.333305,1.5261006097398666
deepseek/deepseek-v4-flash-0731,mirror,T180,10,10,0.33233799999999997,0.33233799999999997,0.3096647,1.2105032980832664
deepseek/deepseek-v4-flash-0731,mirror,T210,10,10,0.358854,0.358854,0.34532659999999993,1.3796213308210212
deepseek/deepseek-v4-flash-0731,mirror,all,50,50,0.34530839999999996,0.34530839999999996,0.32837827999999997,1.325500103154807
google/gemini-3-flash-preview,regular,T90,150,150,0.2733485333333333,0.2733485333333333,0.09952495999999998,0.370157084841125
google/gemini-3-flash-preview,regular,T120,150,150,0.28274399999999994,0.28274399999999994,0.10686783333333333,0.38275488675059033
google/gemini-3-flash-preview,regular,T150,150,150,0.2865472,0.2865472,0.11257338,0.414437722584434
google/gemini-3-flash-preview,regular,T180,150,150,0.2845448,0.2845448,0.10744985333333332,0.39488170511854026
google/gemini-3-flash-preview,regular,T210,150,150,0.27573813333333336,0.27573813333333336,0.10068788666666666,0.3531842949105231
google/gemini-3-flash-preview,regular,all,750,750,0.28058453333333333,0.28058453333333333,0.10542078266666666,0.3830831388410426
google/gemini-3-flash-preview,tail,T90,60,60,0.10261366666666667,0.10261366666666667,0.08747596666666667,0.39029421144022225
google/gemini-3-flash-preview,tail,T120,60,60,0.14806099999999997,0.14806099999999997,0.12895461666666666,0.5330604964600761
google/gemini-3-flash-preview,tail,T150,60,60,0.17237999999999998,0.17237999999999998,0.15209779999999998,0.600282057434358
google/gemini-3-flash-preview,tail,T180,60,60,0.16489399999999999,0.16489399999999999,0.14549589999999996,0.6036268286008496
google/gemini-3-flash-preview,tail,T210,60,60,0.21673666666666663,0.21673666666666663,0.19806468333333332,0.7804151675831968
google/gemini-3-flash-preview,tail,all,300,300,0.16093706666666666,0.16093706666666666,0.14241779333333332,0.5815357523037405
google/gemini-3-flash-preview,mirror,T90,10,10,0.25543600000000005,0.25543600000000005,0.23501200000000005,0.8850662192951619
google/gemini-3-flash-preview,mirror,T120,10,10,0.13535,0.13535,0.12456509999999996,0.578175864245481
google/gemini-3-flash-preview,mirror,T150,10,10,0.329172,0.329172,0.311931,1.1488435951028069
google/gemini-3-flash-preview,mirror,T180,10,10,0.19883800000000001,0.19883800000000001,0.17616469999999998,0.6876067998951974
google/gemini-3-flash-preview,mirror,T210,10,10,0.19107800000000003,0.19107800000000003,0.17755060000000003,0.679757449685295
google/gemini-3-flash-preview,mirror,all,50,50,0.2219748,0.2219748,0.20504468000000003,0.7958899856447883
openai/gpt-5,regular,T90,150,150,0.27377546666666663,0.27377546666666663,0.09995189333333332,0.37183659162745475
openai/gpt-5,regular,T120,150,150,0.29021800000000003,0.29021800000000003,0.11434183333333332,0.43217064333743715
openai/gpt-5,regular,T150,150,150,0.28776413333333345,0.28776413333333345,0.11379031333333332,0.39910416749489325
openai/gpt-5,regular,T180,150,150,0.2933737333333334,0.2933737333333334,0.11627878666666668,0.40739730787519013
openai/gpt-5,regular,T210,150,150,0.2889778666666667,0.2889778666666667,0.11392762,0.3862485382551375
openai/gpt-5,regular,all,750,750,0.28682184,0.28682184,0.11165808933333335,0.3993514497180225
openai/gpt-5,tail,T90,60,60,0.1271536666666667,0.1271536666666667,0.11201596666666666,0.47553404261043597
openai/gpt-5,tail,T120,60,60,0.14010433333333333,0.14010433333333333,0.12099794999999999,0.5020359353047228
openai/gpt-5,tail,T150,60,60,0.196037,0.196037,0.1757548,0.6775472945934119
openai/gpt-5,tail,T180,60,60,0.20968266666666666,0.20968266666666666,0.19028456666666665,0.7341464209200674
openai/gpt-5,tail,T210,60,60,0.2838473333333333,0.2838473333333333,0.26517535000000003,0.9857749769371383
openai/gpt-5,tail,all,300,300,0.191365,0.191365,0.17284572666666664,0.6750077340731553
openai/gpt-5,mirror,T90,10,10,0.206022,0.206022,0.18559799999999999,0.7296257556080781
openai/gpt-5,mirror,T120,10,10,0.190928,0.190928,0.1801431,0.7844924889060747
openai/gpt-5,mirror,T150,10,10,0.183722,0.183722,0.16648100000000005,0.6551982080685083
openai/gpt-5,mirror,T180,10,10,0.20653200000000002,0.20653200000000002,0.18385869999999999,0.7334287767040424
openai/gpt-5,mirror,T210,10,10,0.173738,0.173738,0.16021059999999998,0.6632454575509097
openai/gpt-5,mirror,all,50,50,0.1921884,0.1921884,0.17525828000000002,0.7131981373675227
openai/o3,regular,T90,150,150,0.27633426666666666,0.27633426666666666,0.1025106933333333,0.38300767055316537
openai/o3,regular,T120,150,150,0.29085586666666674,0.29085586666666674,0.11497969999999998,0.41687225423861357
openai/o3,regular,T150,150,149,0.27250466666666673,0.27250466666666673,0.09853084666666666,0.3429239638264453
openai/o3,regular,T180,150,150,0.28690173333333335,0.28690173333333335,0.10980678666666667,0.40609370801915035
openai/o3,regular,T210,150,149,0.2723176,0.2723176,0.09726735333333333,0.3334749961743337
openai/o3,regular,all,750,748,0.2797828266666667,0.2797828266666667,0.10461907599999999,0.3764745185623416
openai/o3,tail,T90,60,60,0.10657966666666668,0.10657966666666668,0.09144196666666665,0.4190339527556174
openai/o3,tail,T120,60,60,0.08063599999999999,0.08063599999999999,0.06152961666666667,0.3168168818711111
openai/o3,tail,T150,60,60,0.1457476666666667,0.1457476666666667,0.12546546666666666,0.5195293978491645
openai/o3,tail,T180,60,60,0.14581366666666667,0.14581366666666667,0.12641556666666665,0.535209297104944
openai/o3,tail,T210,60,60,0.19445033333333334,0.19445033333333334,0.17577835,0.6958298113321086
openai/o3,tail,all,300,300,0.13464546666666669,0.13464546666666669,0.11612619333333332,0.49728386818258913
openai/o3,mirror,T90,10,10,0.33224200000000004,0.33224200000000004,0.311818,1.114591794999138
openai/o3,mirror,T120,10,10,0.22726799999999997,0.22726799999999997,0.21648309999999996,0.8605381930688669
openai/o3,mirror,T150,10,10,0.23834,0.23834,0.22109900000000002,0.8299464597100752
openai/o3,mirror,T180,10,10,0.27709399999999995,0.27709399999999995,0.25442069999999994,0.9478159078143303
openai/o3,mirror,T210,10,10,0.26028399999999996,0.26028399999999996,0.24675660000000005,0.945410142128131
openai/o3,mirror,all,50,50,0.2670456,0.2670456,0.25011548,0.9396604995441082
openai/gpt-5.4-nano,regular,T90,150,150,0.3143325,0.3143325,0.14050892666666667,0.5924127958842745
openai/gpt-5.4-nano,regular,T120,150,150,0.3216261816666667,0.3216261816666667,0.14575001499999998,0.6402788836518871
openai/gpt-5.4-nano,regular,T150,150,150,0.31954466000000004,0.31954466000000004,0.14557083999999998,0.6294884680612606
openai/gpt-5.4-nano,regular,T180,150,150,0.3039728316006667,0.3039728316006667,0.126877884934,0.5201621130566523
openai/gpt-5.4-nano,regular,T210,150,150,0.2893680733333333,0.2893680733333333,0.11431782666666668,0.4546488612972657
openai/gpt-5.4-nano,regular,all,750,750,0.3097688493201334,0.3097688493201334,0.13460509865346668,0.567398224390268
openai/gpt-5.4-nano,tail,T90,60,60,0.08401766666666667,0.08401766666666667,0.06887996666666667,0.3271235069389438
openai/gpt-5.4-nano,tail,T120,60,60,0.07693966666666667,0.07693966666666667,0.05783328333333334,0.28701155235007003
openai/gpt-5.4-nano,tail,T150,60,60,0.11010466666666667,0.11010466666666667,0.08982246666666667,0.3997469638046289
openai/gpt-5.4-nano,tail,T180,60,60,0.09205033333333333,0.09205033333333333,0.07265223333333333,0.3438311816070955
openai/gpt-5.4-nano,tail,T210,60,60,0.11814699999999999,0.11814699999999999,0.09947501666666667,0.44162983812709966
openai/gpt-5.4-nano,tail,all,300,300,0.09625186666666667,0.09625186666666667,0.07773259333333334,0.35986860856556757
openai/gpt-5.4-nano,mirror,T90,10,10,0.42828599999999994,0.42828599999999994,0.407862,1.5098873439547333
openai/gpt-5.4-nano,mirror,T120,10,10,0.43985399999999997,0.43985399999999997,0.4290691,1.5479015297463523
openai/gpt-5.4-nano,mirror,T150,10,10,0.4885725000000001,0.4885725000000001,0.47133149999999996,2.0628001864011045
openai/gpt-5.4-nano,mirror,T180,10,10,0.470836,0.470836,0.44816269999999997,1.7371292992413168
openai/gpt-5.4-nano,mirror,T210,10,10,0.34987399999999996,0.34987399999999996,0.33634660000000005,1.2377364762205114
openai/gpt-5.4-nano,mirror,all,50,50,0.43548449999999994,0.43548449999999994,0.41855438,1.6190909671128033
openai/o4-mini,regular,T90,150,150,0.3368270666666667,0.3368270666666667,0.16300349333333333,0.7295382180808723
openai/o4-mini,regular,T120,150,150,0.3478298666666667,0.3478298666666667,0.1719537,0.8344444104294815
openai/o4-mini,regular,T150,150,150,0.3543014666666666,0.3543014666666666,0.18032764666666665,0.873112642463223
openai/o4-mini,regular,T180,150,150,0.3310995,0.3310995,0.15400455333333332,0.7588328897918822
openai/o4-mini,regular,T210,150,150,0.3453496333333333,0.3453496333333333,0.1702993866666667,0.8046397543042051
openai/o4-mini,regular,all,750,750,0.34308150666666665,0.34308150666666665,0.16791775600000003,0.8001135830139329
openai/o4-mini,tail,T90,60,60,0.12152933333333332,0.12152933333333332,0.10639163333333333,0.43289293152029806
openai/o4-mini,tail,T120,60,60,0.13557699999999998,0.13557699999999998,0.11647061666666665,0.48936101184196246
openai/o4-mini,tail,T150,60,60,0.1580183333333333,0.1580183333333333,0.13773613333333332,0.5481623684945872
openai/o4-mini,tail,T180,60,60,0.10325333333333335,0.10325333333333335,0.08385523333333333,0.3624813464213378
openai/o4-mini,tail,T210,60,60,0.14601899999999995,0.14601899999999995,0.12734701666666667,0.5789411321039831
openai/o4-mini,tail,all,300,300,0.13287939999999998,0.13287939999999998,0.11436012666666666,0.4823677580764337
openai/o4-mini,mirror,T90,10,10,0.49833999999999995,0.49833999999999995,0.4779159999999999,2.156667038182212
openai/o4-mini,mirror,T120,10,10,0.462824,0.462824,0.4520391,1.7625398472334202
openai/o4-mini,mirror,T150,10,10,0.55051,0.55051,0.533269,2.313385931252153
openai/o4-mini,mirror,T180,10,10,0.43622200000000005,0.43622200000000005,0.41354870000000005,1.8207444467921623
openai/o4-mini,mirror,T210,10,10,0.3978499999999999,0.3978499999999999,0.38432259999999996,1.4733750166443067
openai/o4-mini,mirror,all,50,50,0.46914919999999993,0.46914919999999993,0.45221908,1.905342456020851
openai/gpt-5-mini,regular,T90,150,150,0.292074,0.292074,0.11825042666666666,0.47936516105646937
openai/gpt-5-mini,regular,T120,150,150,0.3102043666666666,0.3102043666666666,0.1343282,0.560739960767929
openai/gpt-5-mini,regular,T150,150,150,0.3045359,0.3045359,0.13056208,0.5291147061537811
openai/gpt-5-mini,regular,T180,150,150,0.30043319999999996,0.30043319999999996,0.12333825333333333,0.48067615279739545
openai/gpt-5-mini,regular,T210,150,150,0.304774,0.304774,0.12972375333333333,0.4971427751609835
openai/gpt-5-mini,regular,all,750,750,0.30240429333333335,0.30240429333333335,0.12724054266666668,0.5094077511873116
openai/gpt-5-mini,tail,T90,60,60,0.14785134999999996,0.14785134999999996,0.13271365,0.5433289795142989
openai/gpt-5-mini,tail,T120,60,60,0.13002266666666665,0.13002266666666665,0.11091628333333331,0.4643452024104767
openai/gpt-5-mini,tail,T150,60,60,0.19692933333333332,0.19692933333333332,0.17664713333333332,0.6927153702786962
openai/gpt-5-mini,tail,T180,60,60,0.203815,0.203815,0.18441689999999997,0.7145702376433056
openai/gpt-5-mini,tail,T210,60,60,0.24222741666666667,0.24222741666666667,0.2235554333333333,0.8360700970736944
openai/gpt-5-mini,tail,all,300,300,0.18416915333333334,0.18416915333333334,0.16564988,0.6502059773840944
openai/gpt-5-mini,mirror,T90,10,10,0.26236800000000005,0.26236800000000005,0.241944,0.9327463766232491
openai/gpt-5-mini,mirror,T120,10,10,0.252264,0.252264,0.24147909999999997,0.9302894714755044
