model,eci,fb_overall,question_type,group,horizon,n_items,n_valid,excess_brier,brier,recov,excess_bits,ncrps_global,excess_ncrps_global,crps,excess_t2,stay,gain,excess_nonews
anthropic/claude-fable-5,162.49,,bank,S4_gov_change_count,90,10,10,0.2513183,0.43098000000000003,-2.572993660637234,1.1797777787296704,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S4_gov_change_count,120,8,8,0.26472249999999997,0.43193499999999996,-2.197614374150687,0.9586674544155889,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S4_gov_change_count,150,5,5,0.217725,0.32499999999999996,-0.5254860746190224,0.7107837142992514,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S4_gov_change_count,180,4,4,0.07034824999999999,0.23324999999999996,0.19231155620233487,0.22241883565393714,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S4_gov_change_count,210,5,5,0.06000380000000002,0.26018,-0.20432002376374347,0.20951332478863266,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S4_gov_change_count,all,32,32,0.19690625,0.36325562499999997,-1.3539124782391045,0.7799461862711432,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S5_civ_wonders,90,8,8,0.202047,0.39571,-2.586399701794558,0.919688741036045,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S5_civ_wonders,120,8,8,0.06977399999999999,0.2489975,0.014164305949008749,0.2586606594728881,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S5_civ_wonders,150,10,10,0.07240660000000002,0.26890800000000004,-0.3534298093781898,0.22474248955610082,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S5_civ_wonders,180,9,9,0.08184655555555558,0.27786888888888894,-0.5163040681434092,0.28521284377964584,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S5_civ_wonders,210,8,8,0.11905412500000001,0.31243,-1.1025335932343325,0.377422786268107,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S5_civ_wonders,all,43,43,0.10669037209302329,0.2987674418604651,-0.8419367194419534,0.4014073949719569,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S6_city_founding,90,7,7,0.18576471428571426,0.36711428571428567,-1.705951268642584,0.7968026090899958,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S6_city_founding,120,8,8,0.11638037500000001,0.30071000000000003,-0.7721898953675841,0.47040964302488797,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S6_city_founding,150,7,7,0.060042571428571424,0.2502857142857143,-0.004781280331247251,0.22557988753475058,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S6_city_founding,180,6,6,0.03205450000000001,0.21284666666666666,0.5368371114059824,0.11334855437363829,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S6_city_founding,210,6,6,0.03202233333333334,0.20170999999999997,0.6012775123787546,0.11975422386748964,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S6_city_founding,all,34,34,0.08929867647058823,0.27102411764705886,-0.30793487368260064,0.3623109202946794,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S7_any_destroyed,90,2,2,0.25084249999999997,0.34009999999999996,-0.5605238191517485,0.7990855963908742,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S7_any_destroyed,all,2,2,0.25084249999999997,0.34009999999999996,-0.5605238191517485,0.7990855963908742,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W1_wonder_race,90,7,7,0.2632545714285714,0.4574114285714285,-3.714179001386535,1.5794286653447405,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W1_wonder_race,120,6,6,0.23137033333333337,0.4213266666666667,-2.8533678267483116,1.0680034352305723,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W1_wonder_race,150,7,7,0.19593128571428572,0.35891999999999996,-1.2517916395081752,0.8865960205281044,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W1_wonder_race,180,8,8,0.1584825,0.32267,-0.8468463219227969,0.618112147441893,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W1_wonder_race,210,8,8,0.161194875,0.33760749999999995,-1.190523510316817,0.6017125191987751,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W1_wonder_race,all,36,36,0.19888727777777782,0.3756805555555556,-1.7167898212140513,0.9285775207116301,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W2_directed_conquest,90,9,9,0.2217028888888889,0.3741933333333333,-1.273652952531148,1.1289544456180698,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W2_directed_conquest,120,9,9,0.2512324444444444,0.4199444444444444,-2.0906461525003004,1.1603225823643428,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W2_directed_conquest,150,11,11,0.22313954545454545,0.40152545454545446,-2.115860895836904,0.9277355386638941,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W2_directed_conquest,180,10,10,0.1690423,0.343676,-1.2429428006947405,0.6424511967671772,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W2_directed_conquest,210,10,10,0.11158929999999997,0.286852,-0.4930871198183502,0.4026413403442726,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W2_directed_conquest,all,49,49,0.19422997959183674,0.36467959183673476,-1.4415968931512793,0.8420308071073275,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W3_capture_k,90,8,8,0.111893625,0.31336749999999997,-1.3058429866386403,0.4890420024994767,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W3_capture_k,120,9,9,0.20794511111111114,0.37830222222222226,-1.6109689642375833,0.8799392966380111,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W3_capture_k,150,9,9,0.24401077777777783,0.4330088888888889,-3.0000528216794757,0.9716608127907489,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W3_capture_k,180,6,6,0.23454,0.3991366666666667,-1.7462628312712227,0.8238579350749964,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W3_capture_k,210,6,6,0.2788605,0.4705033333333333,-3.778513350259751,0.99668847199179,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W3_capture_k,all,38,38,0.21166197368421055,0.3954363157894737,-2.196072042359159,0.8289477749277729,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W4_lose_k,90,9,9,0.06304988888888889,0.24387777777777778,0.08850708940179808,0.22812963710017875,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W4_lose_k,120,9,9,0.16387855555555556,0.3515755555555556,-1.6303477449810688,0.6689852449942735,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W4_lose_k,150,7,7,0.19337014285714288,0.3789285714285714,-2.000704957536285,0.6650807695785542,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W4_lose_k,180,5,5,0.21091499999999996,0.3715719999999999,-1.360733353480407,0.7083349671242907,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W4_lose_k,210,5,5,0.2829058,0.40801999999999994,-1.265315992690922,0.927840180437283,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W4_lose_k,all,35,35,0.16757288571428572,0.3402725714285714,-1.1678163570578723,0.5974421446773663,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W5_tech_lead,90,6,6,0.1835616666666667,0.34095000000000003,-0.982057696114601,1.0864280678822182,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W5_tech_lead,120,6,6,0.052289166666666664,0.24478666666666668,0.09066272480906634,0.27754726023242465,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W5_tech_lead,150,4,4,0.013354000000000001,0.162605,0.8674527786876296,0.12595173350386718,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W5_tech_lead,180,3,3,0.0010979999999999996,0.14370666666666668,0.9897757112616163,0.007651921640838684,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W5_tech_lead,210,4,4,0.009313749999999997,0.17708,0.8867405414443583,0.04326786185110865,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W5_tech_lead,all,23,23,0.06561173913043478,0.2306208695652174,0.22801426240158806,0.38624722239262077,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W6_peace_at,90,7,7,0.1441948571428571,0.3236085714285714,-1.0428168968476261,0.6264287931760936,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W6_peace_at,120,3,3,0.104359,0.26721333333333336,-0.19752368639481,0.46085944741641033,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W6_peace_at,150,1,1,0.3433960000000001,0.4033000000000001,-0.8064346435485235,1.1142928387483944,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W6_peace_at,210,1,1,0.014884,0.06952,0.9238140087221801,0.09373258553138941,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W6_peace_at,all,12,12,0.1400600833333333,0.2949766666666667,-0.47302324888409375,0.5813004432301391,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_comparative,90,4,4,0.005781750000000001,0.02867,0.9745422682886288,0.03895610555087103,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_comparative,120,4,4,0.0001395,0.0314,0.9993622551025306,0.0032770657478849163,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_comparative,150,1,1,4.899999999999999e-05,0.035679999999999996,0.9997714221739151,0.0011324843812733354,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_comparative,all,9,9,0.0026371111111111118,0.03066222222222222,0.9881197773121484,0.018896129952921902,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_government_at,90,4,4,0.0921335,0.10439999999999999,0.6124504960386314,0.4294637537748263,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_government_at,120,4,4,0.115743,0.12165,0.5258241735731872,0.5191924954998031,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_government_at,150,5,5,0.09908419999999998,0.11829600000000003,0.5706704242244621,0.41833283351192935,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_government_at,180,5,5,0.0059486,0.03136,0.9735133484068202,0.06338563041808523,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_government_at,210,4,4,0.03804375,0.05916999999999999,0.8337784477250012,0.21337398568344876,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_government_at,all,22,22,0.06858386363636364,0.0858709090909091,0.7052855790932451,0.32075969361283574,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_tech_discovered,90,3,3,0.016057666666666668,0.02866666666666666,0.9323577276869525,0.10626216167397629,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_tech_discovered,120,4,4,0.005318249999999998,0.028229999999999998,0.9765806905465166,0.05553010566976441,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_tech_discovered,150,5,5,0.006392200000000001,0.020268,0.9729286536492235,0.07108511355197543,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_tech_discovered,180,5,5,0.07274519999999998,0.07828399999999999,0.7024263973178566,0.29190545123467176,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_tech_discovered,210,5,5,0.017672399999999998,0.041727999999999994,0.9217842973758146,0.11032385811232912,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_tech_discovered,all,22,22,0.025158863636363635,0.040923636363636356,0.8925914606043847,0.13215813737253945,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NB1_value_threshold,90,2,2,0.0005,0.048,0.9975308641975309,0.012418289639137936,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NB1_value_threshold,120,4,4,0.07187500000000001,0.119375,0.6450617283950617,0.2983172274890791,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NB1_value_threshold,150,5,5,0.13160000000000002,0.1791,0.35012345679012347,0.4958604413302843,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NB1_value_threshold,180,4,4,0.18874999999999997,0.23625000000000002,0.06790123456790143,0.6728444414255953,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NB1_value_threshold,210,5,5,0.18516,0.23266,0.08562962962962983,0.657578589860342,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NB1_value_threshold,all,20,20,0.131365,0.178865,0.351283950617284,0.48383392054450525,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NB4_drawdown,90,3,3,0.04560833333333333,0.058859999999999996,0.807355208413998,0.21328503300725785,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NB4_drawdown,120,4,4,0.01922725,0.036025,0.9175511814315686,0.1447519930359091,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NB4_drawdown,150,4,4,0.27043474999999995,0.28807,-0.16383724295531032,1.0493734387050708,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NB4_drawdown,180,4,4,0.06985000000000001,0.09026,0.6957620105405287,0.32218276143095886,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NB4_drawdown,210,5,5,0.28493419999999997,0.3135839999999999,-0.2872552182017454,1.2483190691943942,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NB4_drawdown,all,20,20,0.14997719999999998,0.170096,0.34758823253054194,0.647334160884075,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NB6_event,90,3,3,0.0003686666666666666,0.009566666666666666,0.9984690049639676,0.01576483277191549,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NB6_event,all,3,3,0.0003686666666666666,0.009566666666666666,0.9984690049639676,0.01576483277191549,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NEW_civil_war,90,3,3,0.00016866666666666666,0.008079999999999999,0.9993032855730545,0.009884828578588504,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NEW_civil_war,120,4,4,0.00014924999999999997,0.023755,0.9993407518079633,0.0035925645057659494,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NEW_civil_war,150,4,4,3.5500000000000016e-05,0.037495,0.9998329730098499,0.0005971508587617191,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NEW_civil_war,180,5,5,0.0003200000000000001,0.030424,0.9985447666169462,0.006689152239676801,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NEW_civil_war,210,4,4,0.0005564999999999999,0.036485000000000004,0.9974004012678007,0.00997666416445983,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NEW_civil_war,all,20,20,0.00025355000000000006,0.028365,0.9988573092212284,0.005988288252504976,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW1_war_at,90,3,3,0.050545666666666676,0.07782,0.7730586356609102,0.24914526089231007,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW1_war_at,120,4,4,0.020217000000000002,0.03388000000000001,0.9144568984120134,0.14632061614152272,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW1_war_at,150,3,3,0.004220666666666667,0.027940000000000003,0.9813476479062875,0.058492652147524644,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW1_war_at,180,3,3,0.014355666666666668,0.023146666666666666,0.9404845313953183,0.15621826508486722,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW1_war_at,210,2,2,0.0264465,0.02894,0.8931482607527479,0.23434897509905742,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW1_war_at,all,15,15,0.022741800000000003,0.03867466666666667,0.9028406949914939,0.16303659660922076,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW2_diplo,90,3,3,0.005590666666666667,0.030626666666666663,0.975148616371212,0.06550287510540265,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW2_diplo,120,4,4,0.17950249999999998,0.20735,0.19198523536759682,0.7186560388482602,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW2_diplo,150,4,4,0.044524999999999995,0.04651999999999999,0.820467329287716,0.2631634192202237,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW2_diplo,180,5,5,0.04735620000000001,0.057304,0.8027254072239287,0.24999751798369924,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW2_diplo,210,5,5,0.04123460000000001,0.05154400000000001,0.827967387957642,0.23281885264710428,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW2_diplo,all,21,21,0.06456361904761905,0.07864761904761905,0.7263279343172186,0.31132706241638863,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW4_survival,90,1,1,0.001521,0.00252,0.9938915907968241,0.052070893816828584,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW4_survival,120,2,2,0.0021609999999999997,0.0031599999999999996,0.9913213199946989,0.05968987345109232,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW4_survival,150,5,5,0.0026174,0.005604,0.9894038137202273,0.053325363710354214,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW4_survival,180,4,4,0.0082725,0.01176,0.9664418640028396,0.10871693289359272,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW4_survival,210,4,4,0.043569500000000004,0.046560000000000004,0.8236120473099213,0.24022587755901165,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW4_survival,all,16,16,0.014143625000000003,0.01688375,0.9427985434353229,0.11461554381757512,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW5_wonder,90,3,3,0.007572333333333333,0.009899999999999999,0.9694260023660293,0.0884098579203207,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW5_wonder,120,4,4,0.004115499999999999,0.0215,0.9823077138023907,0.05191275014942028,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW5_wonder,150,4,4,0.010935,0.01786,0.9550138846035174,0.10400968820966112,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW5_wonder,180,5,5,0.24288919999999997,0.26436,-0.06283660906352462,0.8580675280757527,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW5_wonder,210,5,5,0.40809379999999995,0.41923199999999994,-0.7084933631078725,1.5724576299547013,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW5_wonder,all,21,21,0.1589444761904762,0.17167142857142856,0.33011997028137563,0.6210259579690265,,,,,,,
anthropic/claude-fable-5,162.49,,tails,S4_gov_change_count,90,4,4,0.21271749999999998,0.245025,0.022853336701999405,0.7188481591303636,,,,,,,
