setting,model,human_reference,model_normalized_crps,human_normalized_crps,model_minus_human_normalized_crps,diff_ci_low,diff_ci_high,descriptive_result,n_model_predictions,n_human_forecasts,n_human_questions,inference_note
primary_same_targets_same_horizons,together_ai/deepseek-ai/DeepSeek-V3,uniform_bins,0.31213679389312976,0.1522777777777778,0.15985901611535197,0.1244931358672604,0.19416292885920275,human_or_uniform_lower_error_ci_excludes_zero,655,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,openai/o4-mini-2025-04-16,human_crowd_mean,0.29764525252525253,0.15426794520828188,0.14337730731697065,0.10515444468458524,0.18087626867663115,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,openai/o4-mini-2025-04-16,human_individual,0.29764525252525253,0.17056939734890236,0.12707585517635017,0.09913719698476887,0.1583972364489726,human_or_uniform_lower_error_ci_excludes_zero,660,240,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,openai/o4-mini-2025-04-16,uniform_bins,0.29764525252525253,0.1522777777777778,0.14536747474747475,0.11036613547979798,0.17939178055555557,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,openai/o3-mini-2025-01-31,human_crowd_mean,0.3146759343434344,0.15426794520828188,0.1604079891351525,0.12012643920397002,0.19811200274379032,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,openai/o3-mini-2025-01-31,human_individual,0.3146759343434344,0.17056939734890236,0.14410653699453202,0.11555765537980917,0.17308461542619,human_or_uniform_lower_error_ci_excludes_zero,660,240,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,openai/o3-mini-2025-01-31,uniform_bins,0.3146759343434344,0.1522777777777778,0.1623981565656566,0.12560891792929293,0.19244765404040404,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,anthropic/claude-haiku-4-5-20251001,human_crowd_mean,0.31716831057157313,0.15426794520828188,0.16290036536329125,0.12232553029232615,0.20572547801149776,human_or_uniform_lower_error_ci_excludes_zero,659,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,anthropic/claude-haiku-4-5-20251001,human_individual,0.31716831057157313,0.17056939734890236,0.14659891322267077,0.11704674810533022,0.18112172276115757,human_or_uniform_lower_error_ci_excludes_zero,659,240,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,anthropic/claude-haiku-4-5-20251001,uniform_bins,0.31716831057157313,0.1522777777777778,0.16489053279379534,0.13190209049907273,0.19722341515975386,human_or_uniform_lower_error_ci_excludes_zero,659,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,together_ai/meta-llama/Llama-3.3-70B-Instruct-Turbo,human_crowd_mean,0.2626576313131313,0.15426794520828188,0.10838968610484942,0.06952251838380968,0.1427152546312781,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,together_ai/meta-llama/Llama-3.3-70B-Instruct-Turbo,human_individual,0.2626576313131313,0.17056939734890236,0.09208823396422894,0.06759350815751661,0.11755336252884797,human_or_uniform_lower_error_ci_excludes_zero,660,240,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,together_ai/meta-llama/Llama-3.3-70B-Instruct-Turbo,uniform_bins,0.2626576313131313,0.1522777777777778,0.11037985353535351,0.07772401527777775,0.14195721313131313,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,together_ai/deepseek-ai/DeepSeek-V3.1,human_crowd_mean,0.37037830769230773,0.15426794520828188,0.21611036248402585,0.13587671620819972,0.3373181218577622,human_or_uniform_lower_error_ci_excludes_zero,650,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,together_ai/deepseek-ai/DeepSeek-V3.1,human_individual,0.37037830769230773,0.17056939734890236,0.19980891034340537,0.12795612080673496,0.31003732569643855,human_or_uniform_lower_error_ci_excludes_zero,650,240,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,together_ai/deepseek-ai/DeepSeek-V3.1,uniform_bins,0.37037830769230773,0.1522777777777778,0.21810052991452994,0.13835813002136751,0.3287986927350427,human_or_uniform_lower_error_ci_excludes_zero,650,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,together_ai/mistralai/Mixtral-8x7B-Instruct-v0.1,human_crowd_mean,0.9045208604483008,0.15426794520828188,0.7502529152400189,0.5900655387519153,0.9370216266272121,human_or_uniform_lower_error_ci_excludes_zero,461,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,together_ai/mistralai/Mixtral-8x7B-Instruct-v0.1,human_individual,0.9045208604483008,0.17056939734890236,0.7339514630993984,0.5738366742059969,0.9385802477266401,human_or_uniform_lower_error_ci_excludes_zero,461,240,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,together_ai/mistralai/Mixtral-8x7B-Instruct-v0.1,uniform_bins,0.9045208604483008,0.1522777777777778,0.7522430826705231,0.5748700075469994,0.9382965896300313,human_or_uniform_lower_error_ci_excludes_zero,461,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,mistral/mistral-large-latest,human_crowd_mean,0.5537874747474748,0.15426794520828188,0.3995195295391929,0.1965723598736932,0.6909485102712646,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,mistral/mistral-large-latest,human_individual,0.5537874747474748,0.17056939734890236,0.38321807739857244,0.18627713596992063,0.6894885929490326,human_or_uniform_lower_error_ci_excludes_zero,660,240,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,mistral/mistral-large-latest,uniform_bins,0.5537874747474748,0.1522777777777778,0.401509696969697,0.20567784217171717,0.7190162209595958,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,openai/gpt-3.5-turbo-0125,human_crowd_mean,0.3663347071352503,0.15426794520828188,0.2120667619269684,0.17480586412468585,0.2499933480886153,human_or_uniform_lower_error_ci_excludes_zero,626,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,openai/gpt-3.5-turbo-0125,human_individual,0.3663347071352503,0.17056939734890236,0.19576530978634793,0.16696992176673028,0.2248981789396628,human_or_uniform_lower_error_ci_excludes_zero,626,240,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,openai/gpt-3.5-turbo-0125,uniform_bins,0.3663347071352503,0.1522777777777778,0.2140569293574725,0.17944366924032662,0.24762993721157261,human_or_uniform_lower_error_ci_excludes_zero,626,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,google/gemini-2.5-flash,human_crowd_mean,0.41230011616161616,0.15426794520828188,0.2580321709533343,0.21354466989783535,0.30588137312777725,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,google/gemini-2.5-flash,human_individual,0.41230011616161616,0.17056939734890236,0.2417307188127138,0.20088204351564135,0.27956135879691246,human_or_uniform_lower_error_ci_excludes_zero,660,240,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,google/gemini-2.5-flash,uniform_bins,0.41230011616161616,0.1522777777777778,0.26002233838383837,0.2156803377525252,0.3044427953282829,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,openai/gpt-5-mini-2025-08-07,human_crowd_mean,0.27747259090909093,0.15426794520828188,0.12320464570080905,0.08494582645616831,0.1573899868995086,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,openai/gpt-5-mini-2025-08-07,human_individual,0.27747259090909093,0.17056939734890236,0.10690319356018857,0.08123507193579944,0.13324178130697822,human_or_uniform_lower_error_ci_excludes_zero,660,240,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,openai/gpt-5-mini-2025-08-07,uniform_bins,0.27747259090909093,0.1522777777777778,0.12519481313131314,0.09341711060606059,0.15550972361111112,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,anthropic/claude-3-haiku-20240307,human_crowd_mean,0.3079379585326954,0.15426794520828188,0.15367001332441352,0.11630401101031973,0.18751785381703934,human_or_uniform_lower_error_ci_excludes_zero,627,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,anthropic/claude-3-haiku-20240307,human_individual,0.3079379585326954,0.17056939734890236,0.13736856118379304,0.11281183592631823,0.1618362697375904,human_or_uniform_lower_error_ci_excludes_zero,627,240,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,anthropic/claude-3-haiku-20240307,uniform_bins,0.3079379585326954,0.1522777777777778,0.1556601807549176,0.12579099016480597,0.18625758007708665,human_or_uniform_lower_error_ci_excludes_zero,627,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,xai/grok-4-fast-reasoning,human_crowd_mean,0.31830536363636364,0.15426794520828188,0.16403741842808175,0.12117068191756791,0.2031707271227868,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,xai/grok-4-fast-reasoning,human_individual,0.31830536363636364,0.17056939734890236,0.14773596628746127,0.11757731930916901,0.1771860563230244,human_or_uniform_lower_error_ci_excludes_zero,660,240,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,xai/grok-4-fast-reasoning,uniform_bins,0.31830536363636364,0.1522777777777778,0.16602758585858585,0.1303549422979798,0.20117140429292932,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,xai/grok-4-1-fast-reasoning,human_crowd_mean,0.49630914141414145,0.15426794520828188,0.3420411962058596,0.20408332741464694,0.5427949528750783,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,xai/grok-4-1-fast-reasoning,human_individual,0.49630914141414145,0.17056939734890236,0.3257397440652391,0.1857838122737617,0.5250886480710729,human_or_uniform_lower_error_ci_excludes_zero,660,240,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,xai/grok-4-1-fast-reasoning,uniform_bins,0.49630914141414145,0.1522777777777778,0.34403136363636366,0.20549768750000003,0.5493591237373736,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,xai/grok-4-1-fast-non-reasoning,human_crowd_mean,0.35277858585858585,0.15426794520828188,0.19851064065030397,0.13919390054412129,0.2774260738414739,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,xai/grok-4-1-fast-non-reasoning,human_individual,0.35277858585858585,0.17056939734890236,0.18220918850968348,0.1264415406574294,0.26355437124374564,human_or_uniform_lower_error_ci_excludes_zero,660,240,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,xai/grok-4-1-fast-non-reasoning,uniform_bins,0.35277858585858585,0.1522777777777778,0.20050080808080806,0.14213825568181823,0.2834960164141414,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,xai/grok-4-fast-non-reasoning,human_crowd_mean,0.3501821212121212,0.15426794520828188,0.19591417600383934,0.15354356925986354,0.2420168644591657,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,xai/grok-4-fast-non-reasoning,human_individual,0.3501821212121212,0.17056939734890236,0.17961272386321886,0.1476113754577192,0.2162058935653357,human_or_uniform_lower_error_ci_excludes_zero,660,240,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,xai/grok-4-fast-non-reasoning,uniform_bins,0.3501821212121212,0.1522777777777778,0.19790434343434343,0.15808930681818184,0.23576142550505055,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,google/gemini-2.0-flash-lite-001,human_crowd_mean,0.26827813131313133,0.15426794520828188,0.11401018610484945,0.07382082923342165,0.15444918303669247,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,google/gemini-2.0-flash-lite-001,human_individual,0.26827813131313133,0.17056939734890236,0.09770873396422897,0.07091075311490468,0.12660876090586842,human_or_uniform_lower_error_ci_excludes_zero,660,240,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
primary_same_targets_same_horizons,google/gemini-2.0-flash-lite-001,uniform_bins,0.26827813131313133,0.1522777777777778,0.11600035353535354,0.0825986388888889,0.14954077588383835,human_or_uniform_lower_error_ci_excludes_zero,660,24,24,"Independent bootstrap over different question sets; useful for descriptive uncertainty, not a confirmatory matched-pair significance test."
