model,question_type,horizon,nforecasts,nvalid,brier,expected_brier,calibration,excess_bits
openai/gpt-5.5,regular,T210,150,150,0.2897292,0.2897292,0.11467895333333336,0.4179393122726324
openai/gpt-5.5,regular,all,750,750,0.30559183999999995,0.30559183999999995,0.13042808933333333,0.5121794433123055
openai/gpt-5.5,tail,T90,60,60,0.04825866666666666,0.04825866666666666,0.03312096666666667,0.17050667840698838
openai/gpt-5.5,tail,T120,60,60,0.06342866666666666,0.06342866666666666,0.04432228333333332,0.225056820776771
openai/gpt-5.5,tail,T150,60,60,0.064223,0.064223,0.0439408,0.22824603428523335
openai/gpt-5.5,tail,T180,60,60,0.06685666666666666,0.06685666666666666,0.04745856666666667,0.23966230216374684
openai/gpt-5.5,tail,T210,60,60,0.10170866666666666,0.10170866666666666,0.08303668333333335,0.37560384953605624
openai/gpt-5.5,tail,all,300,300,0.06889513333333333,0.06889513333333333,0.05037586,0.2478151370337592
openai/gpt-5.5,mirror,T90,10,10,0.486024,0.486024,0.46559999999999996,1.786173871655775
openai/gpt-5.5,mirror,T120,10,10,0.34045000000000003,0.34045000000000003,0.3296651,1.2866424892286676
openai/gpt-5.5,mirror,T150,10,10,0.44627800000000006,0.44627800000000006,0.42903699999999995,1.6535786830552002
openai/gpt-5.5,mirror,T180,10,10,0.36955400000000005,0.36955400000000005,0.3468807,1.2376367535739972
openai/gpt-5.5,mirror,T210,10,10,0.34711400000000003,0.34711400000000003,0.3335866,1.2571708287642214
openai/gpt-5.5,mirror,all,50,50,0.397884,0.397884,0.38095388,1.4442405252555721
google/gemini-3.7-flash,regular,T90,150,150,0.27576,0.27576,0.10193642666666665,0.39461116899058585
google/gemini-3.7-flash,regular,T120,150,150,0.2926284,0.2926284,0.11675223333333334,0.41864957779160167
google/gemini-3.7-flash,regular,T150,150,150,0.2946369333333333,0.2946369333333333,0.12066311333333336,0.45341310662745854
google/gemini-3.7-flash,regular,T180,150,150,0.27841319999999997,0.27841319999999997,0.10131825333333332,0.37708116790632
google/gemini-3.7-flash,regular,T210,150,150,0.27278586666666665,0.27278586666666665,0.09773561999999998,0.3429530376340756
google/gemini-3.7-flash,regular,all,750,750,0.28284487999999997,0.28284487999999997,0.10768112933333333,0.3973416117900084
google/gemini-3.7-flash,tail,T90,60,60,0.07994600000000002,0.07994600000000002,0.0648083,0.2988307426934739
google/gemini-3.7-flash,tail,T120,60,60,0.09911033333333331,0.09911033333333331,0.08000395,0.3597576113578549
google/gemini-3.7-flash,tail,T150,60,60,0.10278833333333333,0.10278833333333333,0.08250613333333336,0.36671924268420375
google/gemini-3.7-flash,tail,T180,60,60,0.10159333333333333,0.10159333333333333,0.08219523333333333,0.3654001424229511
google/gemini-3.7-flash,tail,T210,60,60,0.15856299999999998,0.15856299999999998,0.1398910166666667,0.5758322730743176
google/gemini-3.7-flash,tail,all,300,300,0.1084002,0.1084002,0.08988092666666667,0.3933080024465603
google/gemini-3.7-flash,mirror,T90,10,10,0.35065599999999997,0.35065599999999997,0.33023199999999997,1.2942415276897947
google/gemini-3.7-flash,mirror,T120,10,10,0.249848,0.249848,0.23906309999999995,0.9184220202295921
google/gemini-3.7-flash,mirror,T150,10,10,0.31753200000000004,0.31753200000000004,0.300291,1.1240869016829398
google/gemini-3.7-flash,mirror,T180,10,10,0.297304,0.297304,0.2746307,1.0759614461908515
google/gemini-3.7-flash,mirror,T210,10,10,0.22470399999999996,0.22470399999999996,0.21117660000000002,0.8134362658749174
google/gemini-3.7-flash,mirror,all,50,50,0.2880088,0.2880088,0.27107867999999996,1.045229632333619
openai/gpt-5.6-luna,regular,T90,150,150,0.309142,0.309142,0.13531842666666669,0.5546794509477735
openai/gpt-5.6-luna,regular,T120,150,150,0.3149272,0.3149272,0.1390510333333333,0.539092668558504
openai/gpt-5.6-luna,regular,T150,150,150,0.31238853333333333,0.31238853333333333,0.1384147133333333,0.5283252836197654
openai/gpt-5.6-luna,regular,T180,150,150,0.289686,0.289686,0.11259105333333336,0.4063241162844014
openai/gpt-5.6-luna,regular,T210,150,150,0.29687813333333335,0.29687813333333335,0.12182788666666668,0.45224650482925105
openai/gpt-5.6-luna,regular,all,750,750,0.30460437333333334,0.30460437333333334,0.12944062266666667,0.49613360484793906
openai/gpt-5.6-luna,tail,T90,60,60,0.06487533333333334,0.06487533333333334,0.049737633333333336,0.25938179831083796
openai/gpt-5.6-luna,tail,T120,60,60,0.06618466666666666,0.06618466666666666,0.04707828333333333,0.25620015484492625
openai/gpt-5.6-luna,tail,T150,60,60,0.10726166666666666,0.10726166666666666,0.08697946666666666,0.3904466151187635
openai/gpt-5.6-luna,tail,T180,60,60,0.11357500000000001,0.11357500000000001,0.09417690000000004,0.4134941741628567
openai/gpt-5.6-luna,tail,T210,60,60,0.13333033333333333,0.13333033333333333,0.11465835,0.48570766550459626
openai/gpt-5.6-luna,tail,all,300,300,0.0970454,0.0970454,0.07852612666666668,0.36104608158839613
openai/gpt-5.6-luna,mirror,T90,10,10,0.44748399999999994,0.44748399999999994,0.42706,1.614858471101941
openai/gpt-5.6-luna,mirror,T120,10,10,0.246142,0.246142,0.2353571,0.9169333068459637
openai/gpt-5.6-luna,mirror,T150,10,10,0.434894,0.434894,0.41765300000000005,1.6440823572901446
openai/gpt-5.6-luna,mirror,T180,10,10,0.37262,0.37262,0.34994669999999994,1.258055244334357
openai/gpt-5.6-luna,mirror,T210,10,10,0.47761,0.47761,0.46408259999999996,1.74889129893799
openai/gpt-5.6-luna,mirror,all,50,50,0.39575000000000005,0.39575000000000005,0.37881987999999994,1.436564135702079
anthropic/claude-sonnet-5,regular,T90,150,150,0.33404666666666666,0.33404666666666666,0.16022309333333334,0.6691855090542754
anthropic/claude-sonnet-5,regular,T120,150,150,0.3537678666666667,0.3537678666666667,0.17789169999999999,0.738765767099726
anthropic/claude-sonnet-5,regular,T150,150,150,0.3548814666666666,0.3548814666666666,0.18090764666666667,0.7771455985716695
anthropic/claude-sonnet-5,regular,T180,150,150,0.34900080000000006,0.34900080000000006,0.17190585333333336,0.763878262892893
anthropic/claude-sonnet-5,regular,T210,150,150,0.35083506666666664,0.35083506666666664,0.17578482,0.7674543603981674
anthropic/claude-sonnet-5,regular,all,750,750,0.3485063733333334,0.3485063733333334,0.17334262266666664,0.7432858996033463
anthropic/claude-sonnet-5,tail,T90,60,60,0.03981166666666666,0.03981166666666666,0.02467396666666666,0.1487457698819355
anthropic/claude-sonnet-5,tail,T120,60,60,0.04429933333333333,0.04429933333333333,0.025192949999999995,0.14503507163006352
anthropic/claude-sonnet-5,tail,T150,60,60,0.04729399999999999,0.04729399999999999,0.027011799999999996,0.1506294596063939
anthropic/claude-sonnet-5,tail,T180,60,60,0.04311033333333332,0.04311033333333332,0.023712233333333332,0.14439480092750007
anthropic/claude-sonnet-5,tail,T210,60,60,0.044278666666666675,0.044278666666666675,0.02560668333333333,0.16649085200691674
anthropic/claude-sonnet-5,tail,all,300,300,0.0437588,0.0437588,0.025239526666666665,0.15105919081056196
anthropic/claude-sonnet-5,mirror,T90,10,10,0.41185,0.41185,0.39142599999999994,1.5556809053595042
anthropic/claude-sonnet-5,mirror,T120,10,10,0.5426399999999999,0.5426399999999999,0.5318550999999999,1.9683376512742097
anthropic/claude-sonnet-5,mirror,T150,10,10,0.582428,0.582428,0.565187,2.3736602903234933
anthropic/claude-sonnet-5,mirror,T180,10,10,0.61958,0.61958,0.5969067,2.282422926627791
anthropic/claude-sonnet-5,mirror,T210,10,10,0.65758,0.65758,0.6440526,2.590316782932479
anthropic/claude-sonnet-5,mirror,all,50,50,0.5628156,0.5628156,0.54588548,2.1540837113034956
deepseek/deepseek-v4-flash-0731,regular,T90,150,150,0.3271939333333333,0.3271939333333333,0.15337036,0.7573064969270642
deepseek/deepseek-v4-flash-0731,regular,T120,150,150,0.3435301266666666,0.3435301266666666,0.16765395999999996,0.847799954239379
deepseek/deepseek-v4-flash-0731,regular,T150,150,150,0.34448079333333337,0.34448079333333337,0.1705069733333333,0.882970116316997
deepseek/deepseek-v4-flash-0731,regular,T180,150,150,0.3280567666666667,0.3280567666666667,0.15096182,0.7422630965680291
deepseek/deepseek-v4-flash-0731,regular,T210,150,150,0.3396326666666666,0.3396326666666666,0.16458241999999992,0.772471855236593
deepseek/deepseek-v4-flash-0731,regular,all,750,750,0.3365788573333333,0.3365788573333333,0.1614151066666667,0.8005623038576124
deepseek/deepseek-v4-flash-0731,tail,T90,60,60,0.05810066666666666,0.05810066666666666,0.04296296666666666,0.20860552387540204
deepseek/deepseek-v4-flash-0731,tail,T120,60,60,0.05782466666666667,0.05782466666666667,0.03871828333333334,0.19187021375555613
deepseek/deepseek-v4-flash-0731,tail,T150,60,60,0.061998500000000005,0.061998500000000005,0.04171630000000001,0.21395185644825007
deepseek/deepseek-v4-flash-0731,tail,T180,60,60,0.06379288333333331,0.06379288333333331,0.04439478333333334,0.21478276848112843
deepseek/deepseek-v4-flash-0731,tail,T210,60,60,0.10046866666666668,0.10046866666666668,0.08179668333333333,0.35534194665987034
deepseek/deepseek-v4-flash-0731,tail,all,300,300,0.06843707666666667,0.06843707666666667,0.04991780333333333,0.23691046184404144
deepseek/deepseek-v4-flash-0731,mirror,T90,10,10,0.4277,0.4277,0.40727599999999997,1.6203684008225658
deepseek/deepseek-v4-flash-0731,mirror,T120,10,10,0.297394,0.297394,0.2866091,1.0703821763872932
deepseek/deepseek-v4-flash-0731,mirror,T150,10,10,0.5495264999999999,0.5495264999999999,0.5322855,2.3586994173811027
deepseek/deepseek-v4-flash-0731,mirror,T180,10,10,0.47029999999999994,0.47029999999999994,0.4476267,1.7750527332794495
deepseek/deepseek-v4-flash-0731,mirror,T210,10,10,0.436836,0.436836,0.4233085999999999,1.5923943182281592
deepseek/deepseek-v4-flash-0731,mirror,all,50,50,0.43635129999999994,0.43635129999999994,0.41942117999999995,1.683379409219714
google/gemini-3-flash-preview,regular,T90,150,150,0.27658466666666665,0.27658466666666665,0.10276109333333332,0.3618758942338834
google/gemini-3-flash-preview,regular,T120,150,150,0.2774294666666666,0.2774294666666666,0.1015533,0.3525739060227079
google/gemini-3-flash-preview,regular,T150,150,150,0.2876353333333333,0.2876353333333333,0.11366151333333335,0.42735378423479886
google/gemini-3-flash-preview,regular,T180,150,150,0.2783996,0.2783996,0.10130465333333333,0.3695807478816902
google/gemini-3-flash-preview,regular,T210,150,150,0.2727789333333333,0.2727789333333333,0.09772868666666668,0.34254887057325073
google/gemini-3-flash-preview,regular,all,750,750,0.27856559999999997,0.27856559999999997,0.10340184933333332,0.3707866405892662
google/gemini-3-flash-preview,tail,T90,60,60,0.078496,0.078496,0.0633583,0.318058988235843
google/gemini-3-flash-preview,tail,T120,60,60,0.12666333333333332,0.12666333333333332,0.10755695,0.4569446639227764
google/gemini-3-flash-preview,tail,T150,60,60,0.09172566666666668,0.09172566666666668,0.07144346666666665,0.3310203115156608
google/gemini-3-flash-preview,tail,T180,60,60,0.10966300000000001,0.10966300000000001,0.0902649,0.39965055720962134
google/gemini-3-flash-preview,tail,T210,60,60,0.13012466666666667,0.13012466666666667,0.11145268333333333,0.4815764281988504
google/gemini-3-flash-preview,tail,all,300,300,0.10733453333333334,0.10733453333333334,0.08881526,0.39745018981655034
google/gemini-3-flash-preview,mirror,T90,10,10,0.37284,0.37284,0.352416,1.306336141407667
google/gemini-3-flash-preview,mirror,T120,10,10,0.19561,0.19561,0.1848251,0.742027298088984
google/gemini-3-flash-preview,mirror,T150,10,10,0.28942,0.28942,0.272179,1.009012607692219
google/gemini-3-flash-preview,mirror,T180,10,10,0.2843,0.2843,0.2616267,1.0047497894877662
google/gemini-3-flash-preview,mirror,T210,10,10,0.2573,0.2573,0.24377259999999995,0.918019357766424
google/gemini-3-flash-preview,mirror,all,50,50,0.279894,0.279894,0.26296388,0.9960290388886119
openai/gpt-5,regular,T90,150,150,0.28906666666666664,0.28906666666666664,0.11524309333333332,0.4534071653977871
openai/gpt-5,regular,T120,150,150,0.2947725333333333,0.2947725333333333,0.11889636666666666,0.4276777708677156
openai/gpt-5,regular,T150,150,150,0.2976417333333333,0.2976417333333333,0.12366791333333332,0.4637810071169715
openai/gpt-5,regular,T180,150,150,0.2938276,0.2938276,0.11673265333333332,0.4307756465824266
openai/gpt-5,regular,T210,150,150,0.27366386666666664,0.27366386666666664,0.09861362000000003,0.3468699364360371
openai/gpt-5,regular,all,750,750,0.28979447999999997,0.28979447999999997,0.11463072933333335,0.42450230528018756
openai/gpt-5,tail,T90,60,60,0.07147600000000001,0.07147600000000001,0.056338299999999994,0.2828453273101765
openai/gpt-5,tail,T120,60,60,0.08962033333333333,0.08962033333333333,0.07051395,0.3264806287787227
openai/gpt-5,tail,T150,60,60,0.10349166666666666,0.10349166666666666,0.08320946666666668,0.36971912318438244
openai/gpt-5,tail,T180,60,60,0.12531533333333333,0.12531533333333333,0.10591723333333333,0.4513826394404623
openai/gpt-5,tail,T210,60,60,0.14235266666666666,0.14235266666666666,0.12368068333333333,0.5192469513674202
openai/gpt-5,tail,all,300,300,0.1064512,0.1064512,0.08793192666666667,0.3899349340162328
openai/gpt-5,mirror,T90,10,10,0.366032,0.366032,0.345608,1.2656174107264304
openai/gpt-5,mirror,T120,10,10,0.26355399999999995,0.26355399999999995,0.25276909999999997,0.9974403803513754
openai/gpt-5,mirror,T150,10,10,0.38500599999999996,0.38500599999999996,0.367765,1.384509821936501
openai/gpt-5,mirror,T180,10,10,0.331666,0.331666,0.30899269999999995,1.17150336169197
openai/gpt-5,mirror,T210,10,10,0.31140799999999996,0.31140799999999996,0.2978806,1.0909276180726373
openai/gpt-5,mirror,all,50,50,0.33153320000000003,0.33153320000000003,0.3146030799999999,1.181999718555783
openai/o3,regular,T90,150,150,0.285744,0.285744,0.11192042666666668,0.4127824786190177
openai/o3,regular,T120,150,150,0.300688,0.300688,0.12481183333333332,0.4584757268900676
openai/o3,regular,T150,150,150,0.2960248,0.2960248,0.12205097999999999,0.4822333259081912
openai/o3,regular,T180,150,150,0.2914112,0.2914112,0.11431625333333331,0.42315815363890624
openai/o3,regular,T210,150,150,0.2866872,0.2866872,0.11163695333333334,0.4086054307905599
openai/o3,regular,all,750,750,0.29211104,0.29211104,0.11694728933333334,0.4370510231693485
openai/o3,tail,T90,60,60,0.072867,0.072867,0.05772929999999999,0.284266057576234
openai/o3,tail,T120,60,60,0.08010733333333334,0.08010733333333334,0.061000950000000005,0.2895710617996651
openai/o3,tail,T150,60,60,0.076322,0.076322,0.05603980000000001,0.2771635903248844
openai/o3,tail,T180,60,60,0.07715466666666666,0.07715466666666666,0.05775656666666667,0.2897173671936376
openai/o3,tail,T210,60,60,0.11957033333333335,0.11957033333333335,0.10089835000000001,0.4434938635891885
openai/o3,tail,all,300,300,0.08520426666666667,0.08520426666666667,0.06668499333333333,0.3168423880967219
openai/o3,mirror,T90,10,10,0.37954999999999994,0.37954999999999994,0.35912599999999995,1.3418436784144627
openai/o3,mirror,T120,10,10,0.26735000000000003,0.26735000000000003,0.2565651,0.9803195415138053
openai/o3,mirror,T150,10,10,0.37223000000000006,0.37223000000000006,0.35498900000000005,1.3885041572031644
openai/o3,mirror,T180,10,10,0.41796000000000005,0.41796000000000005,0.39528669999999994,1.4511563206753224
openai/o3,mirror,T210,10,10,0.32448,0.32448,0.31095259999999997,1.1575489170545208
openai/o3,mirror,all,50,50,0.35231399999999996,0.35231399999999996,0.33538387999999997,1.263874522972255
openai/gpt-5.4-nano,regular,T90,150,150,0.3264204,0.3264204,0.1525968266666667,0.6374756108643326
openai/gpt-5.4-nano,regular,T120,150,150,0.34202400000000005,0.34202400000000005,0.16614783333333336,0.7057326936585585
openai/gpt-5.4-nano,regular,T150,150,150,0.3458891333333333,0.3458891333333333,0.17191531333333335,0.762082556524793
openai/gpt-5.4-nano,regular,T180,150,150,0.34103209999999995,0.34103209999999995,0.16393715333333336,0.7827791103847908
openai/gpt-5.4-nano,regular,T210,150,150,0.3423189,0.3423189,0.16726865333333335,0.7630427209250131
openai/gpt-5.4-nano,regular,all,750,750,0.33953690666666664,0.33953690666666664,0.164373156,0.7302225384714977
openai/gpt-5.4-nano,tail,T90,60,60,0.06923366666666667,0.06923366666666667,0.05409596666666667,0.26024986704149783
openai/gpt-5.4-nano,tail,T120,60,60,0.07853966666666667,0.07853966666666667,0.05943328333333333,0.28759646787602505
openai/gpt-5.4-nano,tail,T150,60,60,0.07154466666666666,0.07154466666666666,0.05126246666666667,0.24042217922700598
openai/gpt-5.4-nano,tail,T180,60,60,0.06687866666666667,0.06687866666666667,0.04748056666666667,0.23232262513091897
openai/gpt-5.4-nano,tail,T210,60,60,0.07085533333333333,0.07085533333333333,0.05218335,0.26190777847003244
openai/gpt-5.4-nano,tail,all,300,300,0.07141039999999998,0.07141039999999998,0.05289112666666667,0.2564997835490961
openai/gpt-5.4-nano,mirror,T90,10,10,0.5616960000000001,0.5616960000000001,0.541272,2.406433892128424
openai/gpt-5.4-nano,mirror,T120,10,10,0.453502,0.453502,0.44271710000000003,1.6499743570033154
openai/gpt-5.4-nano,mirror,T150,10,10,0.59726,0.59726,0.5800189999999998,2.15502958923786
openai/gpt-5.4-nano,mirror,T180,10,10,0.5976499999999999,0.5976499999999999,0.5749767,2.5202382065880435
openai/gpt-5.4-nano,mirror,T210,10,10,0.6379539999999999,0.6379539999999999,0.6244265999999999,2.768479966948992
openai/gpt-5.4-nano,mirror,all,50,50,0.5696124,0.5696124,0.55268228,2.300031202381327
openai/o4-mini,regular,T90,150,150,0.34187133333333336,0.34187133333333336,0.16804776000000005,0.7969512588765091
openai/o4-mini,regular,T120,150,150,0.3492841333333333,0.3492841333333333,0.17340796666666666,0.8207725459443267
openai/o4-mini,regular,T150,150,150,0.3615194666666666,0.3615194666666666,0.18754564666666668,0.8646668069795023
openai/o4-mini,regular,T180,150,150,0.33782350000000005,0.33782350000000005,0.16072855333333333,0.7927410810085511
openai/o4-mini,regular,T210,150,150,0.3246845333333333,0.3246845333333333,0.14963428666666664,0.6533803666340442
openai/o4-mini,regular,all,750,750,0.3430365933333333,0.3430365933333333,0.16787284266666666,0.7857024118885866
openai/o4-mini,tail,T90,60,60,0.056782,0.056782,0.041644299999999995,0.21529699666123464
openai/o4-mini,tail,T120,60,60,0.050062999999999996,0.050062999999999996,0.030956616666666662,0.16605625143404795
openai/o4-mini,tail,T150,60,60,0.08636300000000001,0.08636300000000001,0.0660808,0.27254306445963167
openai/o4-mini,tail,T180,60,60,0.06943466666666669,0.06943466666666669,0.05003656666666666,0.2333629309552194
openai/o4-mini,tail,T210,60,60,0.07924833333333334,0.07924833333333334,0.06057635000000001,0.2689270636832389
openai/o4-mini,tail,all,300,300,0.0683782,0.0683782,0.04985892666666667,0.23123726143867449
openai/o4-mini,mirror,T90,10,10,0.5170399999999999,0.5170399999999999,0.49661599999999995,1.9994202472153955
openai/o4-mini,mirror,T120,10,10,0.4147600000000001,0.4147600000000001,0.4039751000000001,1.483799213352142
openai/o4-mini,mirror,T150,10,10,0.637818,0.637818,0.620577,2.5852778049239644
openai/o4-mini,mirror,T180,10,10,0.586162,0.586162,0.5634887,2.5422170965410187
openai/o4-mini,mirror,T210,10,10,0.41954,0.41954,0.40601259999999995,1.4507657193886971
openai/o4-mini,mirror,all,50,50,0.515064,0.515064,0.49813388,2.0122960162842434
openai/gpt-5-mini,regular,T90,150,150,0.31669706666666664,0.31669706666666664,0.14287349333333335,0.6794543221970631
openai/gpt-5-mini,regular,T120,150,150,0.33261493333333336,0.33261493333333336,0.15673876666666667,0.6946802684573652
openai/gpt-5-mini,regular,T150,150,150,0.3386586933333333,0.3386586933333333,0.16468487333333331,0.775716716864471
openai/gpt-5-mini,regular,T180,150,150,0.32494302833333333,0.32494302833333333,0.14784808166666663,0.7186291356474267
openai/gpt-5-mini,regular,T210,150,150,0.32533858,0.32533858,0.15028833333333336,0.7253444160486836
openai/gpt-5-mini,regular,all,750,750,0.32765046033333334,0.32765046033333334,0.1524867096666667,0.7187649718430019
openai/gpt-5-mini,tail,T90,60,60,0.06125966666666665,0.06125966666666665,0.046121966666666674,0.22075189774906512
openai/gpt-5-mini,tail,T120,60,60,0.06094799999999999,0.06094799999999999,0.04184161666666666,0.21185573370688668
openai/gpt-5-mini,tail,T150,60,60,0.09270093333333333,0.09270093333333333,0.07241873333333332,0.3154880629490638
openai/gpt-5-mini,tail,T180,60,60,0.09953766666666668,0.09953766666666668,0.08013956666666666,0.3444090101008508
openai/gpt-5-mini,tail,T210,60,60,0.09588766666666666,0.09588766666666666,0.07721568333333334,0.35177287147689007
openai/gpt-5-mini,tail,all,300,300,0.08206678666666667,0.08206678666666667,0.06354751333333333,0.2888555151965513
openai/gpt-5-mini,mirror,T90,10,10,0.377088,0.377088,0.356664,1.5476338452543053
openai/gpt-5-mini,mirror,T120,10,10,0.334724,0.334724,0.3239390999999999,1.1864214143025866
openai/gpt-5-mini,mirror,T150,10,10,0.526742,0.526742,0.509501,2.212679528586901
openai/gpt-5-mini,mirror,T180,10,10,0.45686600000000005,0.45686600000000005,0.4341927,1.9003866221305372
openai/gpt-5-mini,mirror,T210,10,10,0.510196,0.510196,0.4966686,2.1211524408334794
