model,eci,fb_overall,question_type,group,horizon,n_items,n_valid,excess_brier,brier,recov,excess_bits,ncrps_global,excess_ncrps_global,crps,excess_t2,stay,gain,excess_nonews
anthropic/claude-fable-5,162.49,,bank,EX_tech_discovered,90,10,10,0.1289959,0.29684600000000005,-0.5702502376752738,0.5335814603779283,,,,,,,
anthropic/claude-fable-5,162.49,,bank,EX_tech_discovered,120,9,9,0.15957944444444447,0.3336733333333333,-1.102326704774173,0.7680123531831816,,,,,,,
anthropic/claude-fable-5,162.49,,bank,EX_tech_discovered,150,10,10,0.15918739999999998,0.328404,-0.9705459289903615,0.6624238357869661,,,,,,,
anthropic/claude-fable-5,162.49,,bank,EX_tech_discovered,180,10,10,0.24390130000000002,0.415862,-2.125365040434755,1.0512749503000804,,,,,,,
anthropic/claude-fable-5,162.49,,bank,EX_tech_discovered,210,11,11,0.2614911818181818,0.44717454545454544,-3.06568497052226,1.2845299362083173,,,,,,,
anthropic/claude-fable-5,162.49,,bank,EX_tech_discovered,all,50,50,0.19266928,0.366662,-1.5348792905100672,0.8702948588317976,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NB1_threshold,90,8,8,0.27673037500000003,0.4494375,-2.5802831114769638,1.6398571432217737,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NB1_threshold,120,9,9,0.2752153333333333,0.4652488888888889,-3.589488936405175,1.9526345060916614,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NB1_threshold,150,11,11,0.2335779090909091,0.4163909090909091,-2.4765342862593815,1.3013633247521215,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NB1_threshold,180,10,10,0.2575527,0.44031849999999995,-2.8306799218254994,1.8585760424288396,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NB1_threshold,210,10,10,0.2349557,0.409354,-2.1078097450189603,1.1278165342619348,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NB1_threshold,all,48,48,0.25385879166666664,0.4345784374999999,-2.6642247967722925,1.559822709162088,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NB1_value_threshold,90,10,10,0.1613847,0.319402,-0.7545114461741174,0.7458805453323814,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NB1_value_threshold,120,9,9,0.14487577777777777,0.28717777777777775,-0.3452039757263621,0.5249008595331947,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NB1_value_threshold,150,11,11,0.10563309090909091,0.2605727272727273,-0.11122119533616925,0.3867774191307362,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NB1_value_threshold,180,11,11,0.14017181818181818,0.3007872727272728,-0.5681885215056497,0.47082465606756574,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NB1_value_threshold,210,10,10,0.051663799999999996,0.19217,0.5281577587041458,0.1807772443862193,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NB1_value_threshold,all,51,51,0.12035727450980394,0.27206431372549017,-0.22447501376936208,0.45930016588560946,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NB4_drawdown,90,4,4,0.11416150000000001,0.317785,-1.4616238827854628,0.5633885525575689,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NB4_drawdown,120,7,7,0.13545014285714282,0.3377228571428571,-1.8380022209517763,0.5725747861147811,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NB4_drawdown,150,11,11,0.18665263636363638,0.3686290909090909,-1.7439416031080146,0.716450569122155,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NB4_drawdown,180,11,11,0.08795218181818182,0.27554545454545454,-0.4093381541034329,0.29638806568281717,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NB4_drawdown,210,11,11,0.1333380909090909,0.31403272727272724,-0.9239216694496946,0.44950649655808145,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NB4_drawdown,all,44,44,0.1339129318181818,0.32217,-1.1688787343711406,0.507894867227894,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NB6_event,90,5,5,0.0956752,0.274088,-0.3364847347011759,0.5011712762034035,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NB6_event,120,2,2,0.584761,0.7038,-3.4651537480623995,2.531036065537873,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NB6_event,all,7,7,0.235414,0.39686285714285713,-1.6585088842928544,1.0811326445846805,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NEW_civil_war,120,2,2,0.0009365000000000002,0.053349999999999995,0.9952603037150818,0.02153794562956135,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NEW_civil_war,150,4,4,0.020967749999999997,0.157075,0.8158991682964895,0.20254458182484375,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NEW_civil_war,180,5,5,0.064483,0.254636,-0.07746420037762958,0.48594465767039485,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NEW_civil_war,210,6,6,0.07388383333333333,0.2682966666666667,-0.3291527121068112,0.5372213852939863,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NEW_civil_war,all,17,17,0.050086000000000006,0.21282117647058824,0.4260459372484835,0.3827238716867289,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NW1_war_at,90,7,7,0.1644207142857143,0.3384142857142857,-1.163247469668919,0.5573123860923493,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NW1_war_at,120,10,10,0.1953088,0.378136,-1.9075578210227948,0.7821590570031857,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NW1_war_at,150,10,10,0.13138720000000004,0.30687000000000003,-0.7631795075499352,0.4684101659449145,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NW1_war_at,180,11,11,0.22253872727272725,0.3868290909090909,-1.596425987955104,0.8335010852069392,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NW1_war_at,210,11,11,0.2034059090909091,0.37277090909090904,-1.522551114167658,0.753966833150334,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NW1_war_at,all,49,49,0.18578155102040816,0.3586644897959184,-1.4090849426898306,0.6912046129399481,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NW2_diplo,90,8,8,0.2100715,0.3753725,-1.480212281136731,0.8998741656125074,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NW2_diplo,120,8,8,0.092514125,0.2720475,-0.3128786145214135,0.4466291006252762,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NW2_diplo,150,8,8,0.14632550000000002,0.33075,-1.2314050216925527,0.7065192706761735,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NW2_diplo,180,11,11,0.10632090909090909,0.2921472727272727,-0.656769276536669,0.4415079655353493,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NW2_diplo,210,9,9,0.16845644444444446,0.32778444444444443,-0.8578662039487872,0.7493479751987713,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NW2_diplo,all,44,44,0.1426574318181818,0.3179327272727272,-0.9091066694202079,0.6369295384770327,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NW5_wonder,90,6,6,0.15624600000000002,0.31232,-0.6635010540212511,0.7594868999214137,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NW5_wonder,120,7,7,0.10623942857142857,0.2839942857142857,-0.4705407778278714,0.40172461227972517,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NW5_wonder,150,5,5,0.0490568,0.20828000000000002,0.45958879361246474,0.22827242439389067,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NW5_wonder,180,8,8,0.107642125,0.2903875,-0.6005163213682332,0.4752315251096472,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NW5_wonder,210,8,8,0.050388875,0.2420025,0.13697545017994373,0.2530335717832206,,,,,,,
anthropic/claude-fable-5,162.49,,bank,NW5_wonder,all,34,34,0.09384364705882352,0.2694823529411765,-0.26199588337386137,0.4216610759587928,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S3_wars_at_T,90,3,3,0.26085066666666673,0.4328,-2.342068400013667,0.9798334564799704,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S3_wars_at_T,all,3,3,0.26085066666666673,0.4328,-2.342068400013667,0.9798334564799704,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S4_gov_change_count,90,10,10,0.2367203,0.41638200000000003,-2.365453813924988,1.0842424059783302,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S4_gov_change_count,120,8,8,0.2953275,0.46253999999999995,-2.56729578740752,1.1562730772886136,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S4_gov_change_count,150,5,5,0.244145,0.35142,-0.7105973025048167,0.8695944972826425,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S4_gov_change_count,180,4,4,0.10779325000000001,0.270695,-0.23760523317058624,0.34580250457552797,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S4_gov_change_count,210,5,5,0.0677638,0.26793999999999996,-0.36006888274278537,0.22618808250600023,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S4_gov_change_count,all,32,32,0.210016875,0.37636625,-1.5106432259173195,0.842335362354298,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S5_civ_wonders,90,8,8,0.15795449999999997,0.3516175,-1.8037435433196651,0.6280441110373456,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S5_civ_wonders,120,8,8,0.0746415,0.253865,-0.05460852118994297,0.28066815166931225,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S5_civ_wonders,150,10,10,0.053288600000000005,0.24979,0.003925336363941989,0.16792703743469475,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S5_civ_wonders,180,9,9,0.041788777777777786,0.23781111111111108,0.22581355663556324,0.13167305521475436,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S5_civ_wonders,210,8,8,0.047236625000000004,0.24061249999999998,0.16578622627722728,0.15655531048831756,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S5_civ_wonders,all,43,43,0.07320106976744185,0.2652781395348837,-0.26376668917719837,0.2648015920195242,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S6_city_founding,90,7,7,0.13215042857142856,0.3135,-0.9249760172135013,0.4894786034338955,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S6_city_founding,120,8,8,0.095020375,0.27935,-0.44692907570575,0.33480231375794967,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S6_city_founding,150,7,7,0.04817114285714285,0.2384142857142857,0.19388091743206992,0.17426274638629985,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S6_city_founding,180,6,6,0.0315745,0.21236666666666668,0.543772742488206,0.11110148716989647,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S6_city_founding,210,6,6,0.05187899999999999,0.22156666666666666,0.3540344571402484,0.17955241119247423,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S6_city_founding,all,34,34,0.07420985294117648,0.25593529411764715,-0.0869327348271578,0.2667215102640938,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S7_any_destroyed,90,2,2,0.4916925,0.58095,-2.0588829960962407,1.6920055660379414,,,,,,,
anthropic/claude-fable-5,162.49,,bank,S7_any_destroyed,all,2,2,0.4916925,0.58095,-2.0588829960962407,1.6920055660379414,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W1_wonder_race,90,7,7,0.2614917142857142,0.45564857142857146,-3.682610986896969,1.5659046874912208,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W1_wonder_race,120,6,6,0.23550700000000005,0.42546333333333336,-2.9222621314487798,1.1197213565142619,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W1_wonder_race,150,7,7,0.17348557142857143,0.3364742857142858,-0.9938283867938313,0.6970828900670606,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W1_wonder_race,180,8,8,0.1541025,0.31828999999999996,-0.7958048069919883,0.5935387854779122,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W1_wonder_race,210,8,8,0.174264875,0.35067750000000003,-1.368135498786307,0.7102970582175947,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W1_wonder_race,all,36,36,0.19680061111111113,0.3735938888888888,-1.688286063590093,0.916386886987711,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W2_directed_conquest,90,9,9,0.21936066666666665,0.37185111111111113,-1.2496325146481366,1.0960024089003284,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W2_directed_conquest,120,9,9,0.22257466666666664,0.39128666666666667,-1.7380999245481084,0.9955864515786806,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W2_directed_conquest,150,11,11,0.21830136363636363,0.3966872727272727,-2.048301819728215,0.9011181428211065,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W2_directed_conquest,180,10,10,0.19823430000000003,0.37286800000000003,-1.6302777235979482,0.7927405785137489,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W2_directed_conquest,210,10,10,0.1666293,0.34189200000000003,-1.2295333120142153,0.6952624781463564,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W2_directed_conquest,all,49,49,0.2046401836734694,0.3750897959183673,-1.572459914381053,0.890135303713149,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W3_capture_k,90,8,8,0.116826125,0.3183,-1.4074892648032375,0.45557384151383373,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W3_capture_k,120,9,9,0.25400066666666665,0.4243577777777777,-2.1892447676154387,1.251450178524213,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W3_capture_k,150,9,9,0.34090855555555555,0.5299066666666666,-4.5884917953360285,1.6288695411413585,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W3_capture_k,180,6,6,0.42663,0.5912266666666667,-3.99547246399438,1.8566926566024116,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W3_capture_k,210,6,6,0.38702716666666676,0.57867,-5.632041765792835,1.6876051597691173,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W3_capture_k,all,38,38,0.2939667105263158,0.47774105263157896,-3.438864329495445,1.3377172396665784,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W4_lose_k,90,9,9,0.16820766666666664,0.34903555555555554,-1.4317266592669808,0.6744404595273554,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W4_lose_k,120,9,9,0.26679633333333336,0.45449333333333336,-3.2822389505053255,1.0993265021932115,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W4_lose_k,150,7,7,0.31551300000000004,0.5010714285714286,-3.8961096541496074,1.3452045910296488,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W4_lose_k,180,5,5,0.34641099999999997,0.507068,-2.877315514365983,1.2585973676048403,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W4_lose_k,210,5,5,0.5198537999999999,0.644968,-3.162633381857664,2.0728832298271316,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W4_lose_k,all,35,35,0.2987128857142857,0.4714125714285714,-2.8643165745768555,1.2010782222815002,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W5_tech_lead,90,6,6,0.13998166666666664,0.29736999999999997,-0.5114906329296163,0.750216393602143,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W5_tech_lead,120,6,6,0.04817916666666667,0.24067666666666668,0.16213787806327262,0.2334825907999182,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W5_tech_lead,150,4,4,0.022883999999999998,0.17213499999999998,0.7728612690944823,0.12853543454752897,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W5_tech_lead,180,3,3,0.0030913333333333314,0.1457,0.9712143127626687,0.011168313615461925,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W5_tech_lead,210,4,4,0.00585875,0.173625,0.9287549211850366,0.02786079685742346,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W5_tech_lead,all,23,23,0.054487391304347814,0.21949652173913045,0.358903002368541,0.28527320751645924,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W6_peace_at,90,7,7,0.12345485714285712,0.3028685714285714,-0.7489921150203189,0.4701587219351839,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W6_peace_at,120,3,3,0.16134566666666664,0.3242,-0.8514479587816561,0.7226365656898907,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W6_peace_at,150,1,1,0.4705959999999999,0.5304999999999999,-1.4755702381954379,1.5554394928218254,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W6_peace_at,210,1,1,0.08526399999999999,0.1399,0.5635633996027928,0.35383332910966625,,,,,,,
anthropic/claude-fable-5,162.49,,bank,W6_peace_at,all,12,12,0.15867341666666665,0.31359,-0.6687811842408551,0.6140244643789542,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_comparative,90,4,4,0.022951749999999996,0.04584,0.8989407197117718,0.1054892885835366,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_comparative,120,4,4,0.0004094999999999999,0.031670000000000004,0.9981279101396867,0.005780958973875185,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_comparative,150,1,1,9.000000000000015e-06,0.03564,0.9999580163176579,0.00017327573968667354,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_comparative,all,9,9,0.010383777777777776,0.03840888888888889,0.9532209349005443,0.049472696218814866,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_government_at,90,4,4,0.13790850000000002,0.150175,0.41990295856494764,0.5722793046901646,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_government_at,120,4,4,0.11724299999999999,0.12314999999999998,0.5196789748169756,0.5316513759911821,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_government_at,150,5,5,0.09574819999999998,0.11495999999999999,0.585125236038931,0.4568830634804343,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_government_at,180,5,5,0.052196599999999996,0.07760799999999998,0.7675901626351471,0.2610484490282336,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_government_at,210,4,4,0.09594874999999999,0.117075,0.5807787044167363,0.42609703679927025,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_government_at,all,22,22,0.09746022727272727,0.1147472727272727,0.5811998199107953,0.4413531105666275,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_tech_discovered,90,3,3,0.001071,0.01368,0.9954884557544305,0.02585254567491077,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_tech_discovered,120,4,4,0.0033732499999999995,0.026285,0.9851456427181944,0.04254580335410334,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_tech_discovered,150,5,5,0.0011882,0.015064,0.9949679024852175,0.025227973803217923,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_tech_discovered,180,5,5,0.0002302,0.005769000000000001,0.9990583372739723,0.01035218821950554,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_tech_discovered,210,5,5,0.00021639999999999992,0.024272,0.9990422422507484,0.009935389920817972,,,,,,,
anthropic/claude-fable-5,162.49,,tails,EX_tech_discovered,all,22,22,0.0011309090909090908,0.01689568181818182,0.9951719085806323,0.021605391370856944,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NB1_value_threshold,90,2,2,0.0009000000000000002,0.0484,0.9955555555555555,0.023484880749320647,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NB1_value_threshold,120,4,4,0.057475000000000005,0.10497500000000001,0.7161728395061728,0.25468808399578896,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NB1_value_threshold,150,5,5,0.07200000000000001,0.11950000000000002,0.6444444444444445,0.28524932853809853,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NB1_value_threshold,180,4,4,0.10335000000000001,0.15085,0.48962962962962964,0.3689708540672545,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NB1_value_threshold,210,5,5,0.08568000000000002,0.13318000000000002,0.5768888888888889,0.3391629772684971,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NB1_value_threshold,all,20,20,0.07167499999999999,0.119175,0.6460493827160495,0.28318335213918966,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NB4_drawdown,90,3,3,0.03406833333333332,0.04731999999999998,0.8560989517701638,0.1739772572788422,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NB4_drawdown,120,4,4,0.02100225,0.0378,0.909939762588054,0.15900597070745265,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NB4_drawdown,150,4,4,0.09226975,0.10990500000000002,0.6029098647707968,0.38799002018362516,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NB4_drawdown,180,4,4,0.01535,0.03576,0.933141687355721,0.1309864231418746,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NB4_drawdown,210,5,5,0.05793419999999999,0.086584,0.7382690415459304,0.264992712336078,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NB4_drawdown,all,20,20,0.0453182,0.06543700000000001,0.8028625220331197,0.2279412494824363,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NB6_event,90,3,3,0.0005486666666666667,0.009746666666666666,0.9977215028668089,0.019271173686859627,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NB6_event,all,3,3,0.0005486666666666667,0.009746666666666666,0.9977215028668089,0.019271173686859627,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NEW_civil_war,90,3,3,0.00016866666666666666,0.008079999999999999,0.9993032855730545,0.009884828578588504,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NEW_civil_war,120,4,4,0.0007642500000000002,0.024369999999999996,0.996624251720174,0.012355706680433731,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NEW_civil_war,150,4,4,0.00012550000000000001,0.037585,0.999409524302427,0.0025569043821376328,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NEW_civil_war,180,5,5,0.000124,0.030228000000000005,0.9994360970640667,0.0031044647046957557,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NEW_civil_war,210,4,4,0.0006265000000000001,0.036555000000000004,0.9970734077165807,0.01011834089344587,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NEW_civil_war,all,20,20,0.0003595500000000001,0.028471000000000007,0.9983795919167529,0.0072650308541656605,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW1_war_at,90,3,3,0.048572333333333335,0.07584666666666666,0.7819185634944035,0.23339395301629237,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW1_war_at,120,4,4,0.008006999999999998,0.021670000000000002,0.9661204128003655,0.09181977928132631,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW1_war_at,150,3,3,0.006540666666666667,0.03026,0.9710948939517591,0.07686275875185768,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW1_war_at,180,3,3,0.01667566666666667,0.025466666666666665,0.9308663164862561,0.17123675982153985,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW1_war_at,210,2,2,0.021756499999999998,0.024249999999999997,0.9120972580518087,0.2155824428981343,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW1_war_at,all,15,15,0.019393800000000003,0.03532666666666666,0.9171442836770192,0.14952829451270955,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW2_diplo,90,3,3,0.029623999999999998,0.054659999999999986,0.86831670845113,0.16591527528410185,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW2_diplo,120,4,4,0.1687125,0.19656,0.24055547428005553,0.6232261201327735,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW2_diplo,150,4,4,0.064915,0.06691,0.7382512449345779,0.3017440140427234,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW2_diplo,180,5,5,0.04683620000000001,0.056784,0.8048916027430699,0.2412372815197421,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW2_diplo,210,5,5,0.0626666,0.07297600000000001,0.7385521167705367,0.29786785437921054,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW2_diplo,all,21,21,0.07480457142857143,0.08888857142857143,0.6829186175224595,0.32824533533566935,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW4_survival,90,1,1,0.0008409999999999998,0.00184,0.9966225035240822,0.03755054019160189,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW4_survival,120,2,2,0.003881,0.00488,0.9844137172139871,0.08224046587656811,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW4_survival,150,5,5,0.0013334000000000002,0.004320000000000001,0.9946019122849206,0.03626876377651244,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW4_survival,180,4,4,0.011812499999999998,0.0153,0.9520815374473911,0.13250296020125196,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW4_survival,210,4,4,0.040709499999999996,0.043699999999999996,0.8351905493513407,0.24588574162730914,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW4_survival,all,16,16,0.014084874999999998,0.016825,0.9430361476968311,0.11855813113384656,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW5_wonder,90,3,3,0.0006123333333333333,0.00294,0.9975276474158734,0.02741500590478219,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW5_wonder,120,4,4,0.0022155,0.0196,0.9904756991688,0.03543962686241253,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW5_wonder,150,4,4,0.011694999999999999,0.01862,0.9518872775892214,0.08870139627603996,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW5_wonder,180,5,5,0.0202972,0.041768,0.9111833411222723,0.12717311439853324,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW5_wonder,210,5,5,0.10758179999999999,0.11871999999999998,0.549606508868308,0.4473514067722766,,,,,,,
anthropic/claude-fable-5,162.49,,tails,NW5_wonder,all,21,21,0.03318447619047619,0.04591142857142857,0.8601422431941982,0.16435389124391456,,,,,,,
anthropic/claude-fable-5,162.49,,tails,S4_gov_change_count,90,4,4,0.09605250000000001,0.12836,0.5587698244082822,0.379190009863069,,,,,,,
